"OTU","Z.AQ.1","Z.AQ.2","Z.BALL.1","Z.BALL.2","Z.Control.1","Z.Control.2","Z.Control.3","Z.Control.4","Z.Control.5","Z.Control.6","Z.EMPTY.1","Z.EMPTY.2","Z.HH1.L","Z.HH1.N","Z.HH2.L","Z.HH2.N","Z.HH3.L","Z.HH3.N","Z.PCR1.C","Z.PCR2.NTC","Z.PQ1.L","Z.PQ1.N","Z.PQ2.L","Z.PQ2.N","Z.PQ3.L","Z.PQ3.N","Z.S.01","Z.S.02","Z.S.03","Z.S.04","Z.S.05","Z.S.06","Z.S.07","Z.S.08","Z.S.09","Z.S.10","Z.TB1.L","Z.TB1.N","Z.TB2.L","Z.TB2.N","Z.TB3.L","Z.TB3.N","Z.TQ1.L","Z.TQ1.N","Z.TQ2.L","Z.TQ2.N","Z.TQ3.L","Z.TQ3.N"
"942","OTU_942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,19,38,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"943","OTU_943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,72,0,0,0,0,0,0,0,0,0,0,0,0,0
"944","OTU_944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,4,16,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"945","OTU_945",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,1,0,21,10,9,0,0,0,0,0,0,0,0,19,0,24,0,0
"946","OTU_946",24,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"947","OTU_947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,11,10,37,0,0,0,0,0,0,0,0,0,0,0,0,0
"948","OTU_948",0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,4,2,6,0,0,0,0,0,0,0,0,7,4,15,4,0,1,6,7,4,0,5,3,1,0,2,0,0,0,0,0,0,2
"949","OTU_949",111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"950","OTU_950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2,2,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"951","OTU_951",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,9,1,0,22,3,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"952","OTU_952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,82,0,0
"953","OTU_953",129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"954","OTU_954",0,3,48,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"955","OTU_955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,54,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"956","OTU_956",6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,9,17,12,21,16,40,4,16,2,5,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0
"957","OTU_957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,87,155,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"958","OTU_958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,10,32,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"959","OTU_959",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,0,14,17,7,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,4,0,1,1,0
"960","OTU_960",0,0,0,4,0,0,0,0,0,0,0,0,19,1,6,14,11,30,0,0,0,2,0,1,0,0,29,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4
"961","OTU_961",0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"962","OTU_962",0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"963","OTU_963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,16,6,0,0,0,0,0,0
"964","OTU_964",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"965","OTU_965",0,72,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,2,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"966","OTU_966",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"967","OTU_967",0,0,0,0,0,0,0,11,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,11,6,4,1,12,3,0,0,0,0,0,0,4,12,4,14,0,0,0,0,0,0
"968","OTU_968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,16,4,19,9,29,0,1,0,2,0,0,0,0,0,0,0,0,0
"969","OTU_969",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,1,62,10,46,1,3,1,1,1,0,0,0,0,0,0,0,0,2,2,0,1,4,2
"970","OTU_970",0,0,0,34,0,0,0,0,0,0,0,0,19,3,4,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"971","OTU_971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"972","OTU_972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,16,4,21,17,22
"973","OTU_973",0,0,0,0,0,0,0,5,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,1,0,0,0,0,2,10,1,9,4,6,4,7,7
"974","OTU_974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,82,1,0,0,0,0,0,2,1,0,3,1,1,0,0,0,0,0,0
"975","OTU_975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,17,92,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"976","OTU_976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,29,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"977","OTU_977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,14,22,9,38,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"978","OTU_978",0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"979","OTU_979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,5,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"980","OTU_980",89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"981","OTU_981",74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"982","OTU_982",0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,8,11,4,3,1,18,13,8,0,0,0,0,0,1,0,6,4,1,4,3,0
"983","OTU_983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"984","OTU_984",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,15,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"985","OTU_985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,80,0,0,0,6,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"986","OTU_986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"987","OTU_987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,3,0,0,0,0,0,0,0,6,17,6,18,17,8
"988","OTU_988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,76,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"989","OTU_989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"990","OTU_990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,3,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"991","OTU_991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,32,3,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"992","OTU_992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,12,25,3,0,0,1,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"993","OTU_993",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,1,71,0
"994","OTU_994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,8,0,0,0,15,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"995","OTU_995",0,0,28,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"996","OTU_996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"997","OTU_997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,23,29,5,18,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"998","OTU_998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"999","OTU_999",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,5,16,13,12,7,8,0,0,0,0,2,0
"1000","OTU_1000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,12,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001","OTU_1001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1002","OTU_1002",0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,8,6,15,4,32,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"1003","OTU_1003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,13,11,21,5,11,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,2,0,0,1
"1004","OTU_1004",0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,21,4,6,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"1005","OTU_1005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,3,2,126,35,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1006","OTU_1006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0
"1007","OTU_1007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,102,0,0,0,0,0,0,0,3,0,0,0,0,0
"1008","OTU_1008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,68,0,31,0,0,215,3,4,4,1,0,0,2,0,0,3,2,0,0,0,0,0,2,5,1,1,0
"1009","OTU_1009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,31,24,45,8,10,4,2,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
"1010","OTU_1010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,6,59,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1011","OTU_1011",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,11,6,5,25,8,0,12,9,5,0,1,0,0,3,0,2,0,2,0,0,0,1
"1012","OTU_1012",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,7,11,7,7,0,5,0,0,0,0,0,0,0,0,0,0,0
"1013","OTU_1013",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,14,3,13,18,16,19,15,10,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1014","OTU_1014",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,1,60,1,0,0,1,2,0,1,3,0,9,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"1015","OTU_1015",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,14,6,13,4,2,0,0,0,0,6,1,5,0,13,16,2,7,5,7,4,17,8,14,6,10
"1016","OTU_1016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,55,10,27,1,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1017","OTU_1017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,2,7,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1018","OTU_1018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,49,3,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1019","OTU_1019",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,9,2,1,5,1,3,0,12,3,3,5,3
"1020","OTU_1020",0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1021","OTU_1021",0,0,0,4,0,0,0,6,0,0,0,0,750,154,151,336,355,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,39,92,16,84,33,170
"1022","OTU_1022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5790,16832,2217,8293,6134,1299,674,934,4810,0,0,0,0,0,0,0,0,0,0,0,0,0
"1023","OTU_1023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,55,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1024","OTU_1024",0,0,0,4,0,0,0,0,0,0,0,0,22,3,7,15,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1025","OTU_1025",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,4,0,20,7,11,8,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1026","OTU_1026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,5,0,9,0,1,0,0,0,51,0,6,0,0,0,0,0
"1027","OTU_1027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,3,1,17,33,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1028","OTU_1028",0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,78,12,39,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1029","OTU_1029",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1030","OTU_1030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,4,2,0,0,0,0,0,0
"1031","OTU_1031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1032","OTU_1032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,11,14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1033","OTU_1033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1034","OTU_1034",0,0,0,4,0,0,0,0,0,0,0,0,19,5,7,8,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1035","OTU_1035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1036","OTU_1036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,61,5,1,0,0,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"1037","OTU_1037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,15,27,9,14,5,7
"1038","OTU_1038",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,4,12,12,20
"1039","OTU_1039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,45,5,9,4,5,0,3,8,9,0,2,0,0,0,0,0,0,0,0,0,0,0
"1040","OTU_1040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1041","OTU_1041",0,0,38,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1042","OTU_1042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8,2,2,2,59,19,78,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1043","OTU_1043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,1,23,11,34,0,9,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"1044","OTU_1044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"1045","OTU_1045",0,0,10,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,10,6,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1046","OTU_1046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,16,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1047","OTU_1047",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,5,8,4,17
"1048","OTU_1048",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,16,3,8,12,19
"1049","OTU_1049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,77,13,1,12,13,55,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
"1050","OTU_1050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2,1,14,15,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
"1051","OTU_1051",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,32,2,12,1,7
"1052","OTU_1052",0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,2,1,8,19,23,18,10,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1053","OTU_1053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,31,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1054","OTU_1054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,30,2,2,1,3,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,1
"1055","OTU_1055",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,3,1,0,0,5,0,0,0,0,0,2,12,9,4,2,0,0,0,3,0,1,0,0,2,1,2,3,5,4,16,2,0
"1056","OTU_1056",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,13,16,20,10,2,12,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0
"1057","OTU_1057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1058","OTU_1058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1059","OTU_1059",56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1060","OTU_1060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1061","OTU_1061",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1062","OTU_1062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1063","OTU_1063",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,8,4,3,15,10,22,0,7,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1064","OTU_1064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,4,9,17,4,2,5,8,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"1065","OTU_1065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0,0,0,0,0,0,6,4,11,4,9,22
"1066","OTU_1066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1067","OTU_1067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,23,5,0
"1068","OTU_1068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
