"OTU","L.AQ.1","L.AQ.2","L.BALL.1","L.BALL.2","L.Control.1","L.Control.2","L.Control.3","L.Control.4","L.Control.5","L.Control.6","L.EMPTY.1","L.EMPTY.2","L.HH1.L","L.HH1.N","L.HH2.L","L.HH2.N","L.HH3.L","L.HH3.N","L.PCR1.NTC","L.PCR2.NTC","L.PQ1.L","L.PQ1.N","L.PQ2.L","L.PQ2.N","L.PQ3.L","L.PQ3.N","L.S.01","L.S.02","L.S.03","L.S.04","L.S.05","L.S.06","L.S.07","L.S.08","L.S.09","L.S.10","L.TB1.L","L.TB1.N","L.TB2.L","L.TB2.N","L.TB3.L","L.TB3.N","L.TQ1.L","L.TQ1.N","L.TQ2.L","L.TQ2.N","L.TQ3.L","L.TQ3.N"
"1811","OTU_1811",0,0,0,0,0,0,0,10,0,0,0,0,9,14,5,13,2,23,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,2,0,5,3,7,7,25
"1812","OTU_1812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,23,23,29,3,10,14,6,3,1,1,0,0,0,0,0,0,5,7,2,7,5,7,3,3,7,6,2
"1813","OTU_1813",0,0,0,0,0,0,0,25,0,0,0,0,18,15,6,9,7,11,0,0,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,10,22,15,18,19,12,60,50,17,51,44,48
"1814","OTU_1814",0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,0,4,0,0,0,13,2,12,4,16,17,0,0,0,0,1,0,0,0,0,0,21,11,5,10,19,3,0,0,0,0,0,0
"1815","OTU_1815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,6,0,4,61,11,10,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1816","OTU_1816",0,0,0,0,0,0,0,17,0,0,0,0,6,7,3,5,5,5,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,5,8,6,6,3,4,6,14,4,17,9,16
"1817","OTU_1817",0,0,0,0,0,0,0,26,0,0,0,0,5,3,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,34,11,3,3,11,1,0,0,0,0,0,1,6,2,18,2,4,2,1
"1818","OTU_1818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,27,32,9,32,16,30
"1819","OTU_1819",0,0,0,0,0,0,0,24,0,0,0,0,32,25,9,24,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,6,0,0
"1820","OTU_1820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1821","OTU_1821",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,1,20,1,0,3,1,5,1,0,0,0,1,7,1,0,0,0,0,0,0,0,45,0,3,1,15,6
"1822","OTU_1822",0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1823","OTU_1823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,54,18,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0
"1824","OTU_1824",143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1825","OTU_1825",0,0,0,0,0,0,0,22,0,0,0,0,8,5,3,1,5,4,0,0,2,0,6,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,2,0,16,6,11,20,13
"1826","OTU_1826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,51,10,5,18,8,0,0,0,3,0,2,0,0,0,0,0,0,0
"1827","OTU_1827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18,100,30,0,0,0,0,0,0,0,0,0,0,1,0,0
"1828","OTU_1828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42,32,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1829","OTU_1829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,50,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1830","OTU_1830",167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1831","OTU_1831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,77,89,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1832","OTU_1832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,22,34,16,21,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1833","OTU_1833",0,0,0,0,0,0,0,22,0,0,0,0,4,6,0,4,4,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,3,13,24,21
"1834","OTU_1834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,11,9,3,8,11,10,18,40,10,0,0,0,0,0,0,0,3,1,0,0,0,0
"1835","OTU_1835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,48,2,8,151,14,4,10,28,10,0,0,0,0,0,0,0,0,1,0,0,0,0
"1836","OTU_1836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,41,54,23,10,4,2,12,6,0,0,0,0,0,0,0,0,7,0,0,0,2
"1837","OTU_1837",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,42,63,8,1,0,11,0,0,1,0,0,0,0,0,0,0,2,0,0
"1838","OTU_1838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,327,2,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1839","OTU_1839",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1840","OTU_1840",0,0,0,0,0,0,0,0,0,0,0,0,54,0,1,1,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75,0,0,15,0,36
"1841","OTU_1841",0,0,0,0,0,0,0,24,0,0,0,0,12,4,1,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,7,6,8,13,16,30,6,31,35,25
"1842","OTU_1842",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,9,7,3,21,79,16,0,0,0,0,0,0,0,0,1,0,0,0,0
"1843","OTU_1843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2,29,4,5,9,3,6,0,1,1,1,1,0,0,0,3,0,1,3,0
"1844","OTU_1844",0,0,0,0,0,0,0,16,0,0,0,0,2,1,0,0,1,0,0,0,11,4,17,8,23,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,126,96,24,95,110,89
"1845","OTU_1845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,11,66,57,54,14,31,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1846","OTU_1846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,136,0,0,0,0,0,0,0,0,0,0,0,0,0
"1847","OTU_1847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,60,16,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1848","OTU_1848",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,13,0,43,75,47,3,6,0,2,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0
"1849","OTU_1849",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,10,55,11,9,12,0,0,3,3,4,0,1,1,0,0,0,0,0,0
"1850","OTU_1850",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,25,10,15,4,12,0,0,0,0,0,0,0,0,0,0,50,89,73,67,54,87,0,1,0,0,0,0
"1851","OTU_1851",146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1852","OTU_1852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,1,0,0,0,0,9,1,6,0,3,0
"1853","OTU_1853",0,0,87,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1854","OTU_1854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,37,31,3,7,3,0,0,0,1,0,4,0,0,0,0,0,0,0
"1855","OTU_1855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,24,26,31,21,11,4,11,6,0,0,0,0,1,1,0,1,0,0,0,0,0
"1856","OTU_1856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,10,0,0,0,0,12,50,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"1857","OTU_1857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,8,3,46,20,6,5,32,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1858","OTU_1858",0,0,0,4,0,0,0,3,0,0,0,0,14,12,9,23,14,25,0,0,0,6,3,3,4,6,0,0,0,0,0,0,0,0,0,0,18,28,21,23,12,21,3,2,3,5,0,1
"1859","OTU_1859",0,0,0,1,0,0,0,17,0,0,0,0,8,11,10,11,20,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,5,8,2,5,11,30,3,25,18,21
"1860","OTU_1860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,42,0,0,0,3,1,2,18,24,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"1861","OTU_1861",163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1862","OTU_1862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,121,0,0,0,0,0,0,0,0,0,0,0,0,0
"1863","OTU_1863",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,101,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1864","OTU_1864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,32,23,6,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1865","OTU_1865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1866","OTU_1866",0,0,0,0,0,0,0,0,0,0,0,0,26,21,14,21,17,12,0,0,0,0,0,0,0,0,0,1,3,0,1,2,2,1,0,0,1,0,0,0,0,0,3,3,3,7,1,5
"1867","OTU_1867",0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,22,3,3,0,6,2,0,2,0,0,1,0,2,0,4,6,1,0,4
"1868","OTU_1868",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,10,7,2,9,11,74,41,62,7,2,8,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
"1869","OTU_1869",0,0,0,0,0,0,0,9,0,0,0,0,3,2,0,1,1,5,0,0,0,5,10,2,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,5,5,7,2,15,14,16
"1870","OTU_1870",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,32,23,1,42,15,5
"1871","OTU_1871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,15,12,56,22,4,22,43,17,0,0,0,0,0,0,0,8,2,0,1,0,4
"1872","OTU_1872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1873","OTU_1873",380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1874","OTU_1874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,9,61,38,22,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
"1875","OTU_1875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,66,40,34,3,17,15,0,0,2,0,1,1,0,1,0,0,0,0,0
"1876","OTU_1876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,22,101,37,0,0,0,0,0,0,0,0,0,0,0,0,0
"1877","OTU_1877",0,0,20,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,3,4,1,6,8,2,0,9,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,2
"1878","OTU_1878",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,2,0,1,0,10,33,73,94,10,2,8,2,17,2,0,1,0,0,0,0,0,0,0,0,1,0,0
"1879","OTU_1879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2,2,10,23,48,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1880","OTU_1880",0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,1,15,52,12
"1881","OTU_1881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,69,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1882","OTU_1882",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,9,6,56,33,28,3,2,2,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0
"1883","OTU_1883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,57,56,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1884","OTU_1884",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
"1885","OTU_1885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,56,53,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1886","OTU_1886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,21,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1887","OTU_1887",0,0,0,0,0,0,0,13,0,0,0,0,36,6,3,15,5,21,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,0,0,1,1,12,2,7,0,0
"1888","OTU_1888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,41,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1889","OTU_1889",0,0,0,0,0,0,0,0,0,0,0,0,41,40,8,13,45,31,0,0,0,0,0,0,0,0,0,0,0,11,0,15,3,0,7,0,0,1,1,1,0,0,0,2,0,3,0,5
"1890","OTU_1890",0,0,0,0,0,0,0,21,0,0,0,0,3,2,0,2,6,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,8,6,3,8,36,28,10,37,13,38
"1891","OTU_1891",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,11,27,35,10,30,42,26,0,0,0,0,0,1,0,0,1,0,3,0,0
"1892","OTU_1892",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,36,21,15,3,9,1,3,20,2,0,0,0,1,1,0,0,0,0,1,1,0,0
"1893","OTU_1893",0,0,0,0,0,0,0,2,0,0,0,0,10,4,8,13,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,3,1,0,5,10,12,0,1,1,4
"1894","OTU_1894",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,0,18,8,0,0,11,9,12,10,12,5,15,2,0,2,18,0
"1895","OTU_1895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,11,22,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1896","OTU_1896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,55,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1897","OTU_1897",124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1898","OTU_1898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,35,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1899","OTU_1899",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,38,38,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1900","OTU_1900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,95,35,156,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901","OTU_1901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,7,5,1,5,6,4
"1902","OTU_1902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,29,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1903","OTU_1903",0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,31,3,14,20,11
"1904","OTU_1904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,34,2,40,18,26,0,0,0,0,0,0,0,0,0,0,12,11,10,6,7,5,0,0,0,0,2,0
"1905","OTU_1905",0,0,0,0,0,0,0,60,0,0,0,0,36,24,32,23,22,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,3,0,0
"1906","OTU_1906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1907","OTU_1907",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,7,11,40,23,0,0,1,0,0,1,0,0,0,0,0,0,0
"1908","OTU_1908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,67,3,23,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1909","OTU_1909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,26,27,8,15,77,40,0,0,0,0,0,0,1,3,3,0,0,0,0
"1910","OTU_1910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,85,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1911","OTU_1911",0,0,0,1,0,0,0,2,0,0,0,0,13,15,16,11,6,13,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,10,4,2,3,1,8
"1912","OTU_1912",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,159,60,50,26,25,1,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1913","OTU_1913",0,0,0,0,0,0,0,2,0,0,0,0,5,11,3,5,5,3,0,0,1,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,15,8,4,15,13,11,0,2,3,1,0,1
"1914","OTU_1914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43,38,33,16,19,11,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0
"1915","OTU_1915",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,30,0,0,0,24,78,18,0,0,0,0,0,0,0,0,0,0,0,0,0
"1916","OTU_1916",0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,9,11,0,12
"1917","OTU_1917",132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1918","OTU_1918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,24,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1919","OTU_1919",0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,16,9,0,1,2,4,9,0,0,1,1,0,0,0,11,0,9,3,25,2
"1920","OTU_1920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,279,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1921","OTU_1921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,16,63,72,24,29,72,23,0,1,0,0,2,3,0,0,1,0,0,0,0
"1922","OTU_1922",0,0,1,0,0,0,0,1,0,0,0,0,44,7,41,13,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1923","OTU_1923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,1,0,0,51,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1924","OTU_1924",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,66,52,43,5,0,0,0,0,0,2,1,2,4,1,1,0,0,0,2
"1925","OTU_1925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"1926","OTU_1926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,18,83,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1927","OTU_1927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,31,31,0,7,5,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1928","OTU_1928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,6,115,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"1929","OTU_1929",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,49,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1930","OTU_1930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1931","OTU_1931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1932","OTU_1932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1933","OTU_1933",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,44,10,7,5,34,46,0,0,7,0,0,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0
"1934","OTU_1934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,0,102,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1935","OTU_1935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,36,58,3,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1936","OTU_1936",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,22,23,42,15,1,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0
"1937","OTU_1937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,37,46,16,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
