"L.AQ.1","L.AQ.2","L.BALL.1","L.BALL.2","L.Control.1","L.Control.2","L.Control.3","L.Control.4","L.Control.5","L.Control.6","L.EMPTY.1","L.EMPTY.2","L.HH1.L","L.HH1.N","L.HH2.L","L.HH2.N","L.HH3.L","L.HH3.N","L.PCR1.NTC","L.PCR2.NTC","L.PQ1.L","L.PQ1.N","L.PQ2.L","L.PQ2.N","L.PQ3.L","L.PQ3.N","L.S.01","L.S.02","L.S.03","L.S.04","L.S.05","L.S.06","L.S.07","L.S.08","L.S.09","L.S.10","L.TB1.L","L.TB1.N","L.TB2.L","L.TB2.N","L.TB3.L","L.TB3.N","L.TQ1.L","L.TQ1.N","L.TQ2.L","L.TQ2.N","L.TQ3.L","L.TQ3.N"
"Zotu5681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Zotu5684",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,15,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5687",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,4,3,8,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5691",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Zotu5693",0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,12,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"Zotu5697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5698",0,0,0,1,0,0,0,9,0,0,0,0,3,4,5,11,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,2,2,1,7,0,2,5,5
"Zotu57",0,0,1702,18726,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,7,12,16,22,5,0,3,3,6,0,2,0,0,0,0,7,8,10,4,2,2,0,0,0,7,1,3
"Zotu5701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,4,8,4,8,4,4,2,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Zotu5705",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,2,3,18,18
"Zotu5707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,397,1517,166,561,39,30
"Zotu5711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,12,4,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,1,4,10,7,0,0,0,0,0,0,0,0,0,0,2,3,0,3,1,1,0,0,0,0,2,0
"Zotu5718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Zotu5719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,8,16,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,557,917,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,5,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1,43,0,0,0,1,1,2,1,3,4,0,1,0,0,0,0
"Zotu5722",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,3,7,1,1,0,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5723",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5725",0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,1,0,0,0,0,6,0,0,0,22,6,2,0,2,18,0,0,0,0,3,0,1,5,1,0,0,0,0,0,2,0
"Zotu5726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5727",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,18,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0
"Zotu5728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,4,0,14,39,30,0,0,0,0,0,0,0,0,0,0,4,0,0
"Zotu5732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,61,2,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5739",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,16,4,9,2,6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Zotu574",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,78,115,117,163,134,78,184,588,179,0,0,2,1,2,1,1,9,7,0,0,2,0
"Zotu5740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,25,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5742",0,0,0,0,0,0,0,0,0,0,0,0,9,15,17,3,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5743",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,1,0,3,9,0,0,0,0,0,0,0,0,11,0,0,4,2,1
"Zotu5744",0,0,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,7,4,10,12,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,16,52,0,0,0,0,2,4,0,1,1,0,0,0,0,0,0,0
"Zotu5747",0,0,0,0,0,0,0,3,0,0,0,0,4,4,2,4,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,1,2,1,0,4,3,5
"Zotu5748",0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,2,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5749",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,3,8,1,1,3,6,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Zotu575",0,0,0,0,0,0,0,549,0,0,0,0,5,14,9,24,12,39,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,21,3,8,12,7,7,119,274,59,230,150,280
"Zotu5750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,15,7,5,7,1,0,0,0,0,0,0,0,4,0,0,0,0,0
"Zotu5751",0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,5,2,0,0,0,0,0,0,0,0,0,7,18,45,11,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5752",0,0,0,2,0,0,0,5,0,0,0,0,9,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,1,3,10,0,17,0,5
"Zotu5753",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,2,0,1,1,6,12,1,10,3,0
"Zotu5756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,13,13,11,8,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0
"Zotu5758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,22,14,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5761",0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5763",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,3,1,14,2
"Zotu5764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,4,0,0,0,0,6,0,0,0,1,9,0,3,2,1,0,2
"Zotu5765",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,9,16,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5766",0,0,0,0,0,0,0,9,0,0,0,0,4,7,6,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
"Zotu5768",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,17,24,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,507,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,27,11,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5774",0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,10,8,5,0,0,0,0,2,0,0,0,3,0,0,0,0
"Zotu5775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,4,13,24,16,50,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5776",0,0,0,0,0,0,0,2,0,0,0,0,0,5,2,1,0,0,0,0,4,0,0,0,0,1,7,4,1,10,2,1,2,3,1,0,0,0,2,0,0,0,4,0,0,0,0,2
"Zotu5777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,7,15,0,0,0,0,1,0,3,0,0,3,0,0,0,0,0,0
"Zotu5779",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,3,4,11,6,6,4,0,0,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,15,17,128,36,47,42,11,1192,96,1,6,0,2,0,0,0,0,1,9,2,12,5,9,10,1,2,7,1
"Zotu5781",0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,1,0,0,0,0,0,1,0,3,2,10,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5782",0,0,0,0,0,0,0,3,0,0,0,0,6,1,3,6,3,7,0,0,0,0,12,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0
"Zotu5785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,20,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5786",0,0,0,0,0,0,0,2,0,0,0,0,8,7,9,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2
"Zotu5787",0,0,0,0,0,0,0,2,0,0,0,0,6,0,2,3,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,1,3,6,0,0,0,4,0
"Zotu5788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu579",0,1472,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Zotu5790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,1,13,13,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Zotu5796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,51,33,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Zotu5798",0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,8,1,8,1,6
"Zotu58",0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0,0,4,0,0,0,0,8,0,0,0,1541,1607,1275,3552,3696,1577,2784,7711,3891,0,18,8,8,14,24,33,108,68,0,38,22,28
"Zotu5800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5801",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5803",39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,6,0,3,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,2,2,0
"Zotu5806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"Zotu5808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu581",0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,1,7,5,13,38,10,278,356,190,681,610,162,209,586,193,0,4,0,7,4,3,1,18,8,1,4,0,5
"Zotu5811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,6,2,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5813",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,17,15,0,0,0,0,0,0,0,1,0,0,0,0,0
"Zotu5816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5817",0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,13,0,9,2,0,0,4,0,3,7,1,0,0,0,0,1,0,0,5,1,1,0,0,0,0,0,0
"Zotu5818",0,0,0,0,0,0,0,1,0,0,0,0,3,3,2,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,2,1,1,1,4,3,0,1,1,6
"Zotu582",0,0,0,0,0,0,0,10,0,0,0,0,3,5,1,4,2,3,0,0,0,0,0,0,0,0,0,2,1,74,109,904,0,0,0,0,144,74,49,55,92,89,0,7,0,5,0,1
"Zotu5820",0,0,0,0,0,0,0,0,0,0,0,0,2,52,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5821",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,43,2,2,8,6,2,0,0,0,0,0,0,0,0,1,0,0,3,0
"Zotu5822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,3,10,2,0,0,0,0,0,2,0,2,0,0,0,0,1
"Zotu5823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2
"Zotu5825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,4,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5826",0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,9,4,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0
"Zotu5829",0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,14,0,1,0,0
"Zotu583",0,0,0,0,0,0,0,13,0,0,0,0,0,8,3,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,18,18,16,13,15,3,19,17,7,1,25
"Zotu5831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,21,6,0,0,0,0,0,1,1,1,1,1,0,0,5,0,0,0
"Zotu5832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,2,17,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5833",0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0
"Zotu5834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,6,4,9,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,92,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,20,49,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"Zotu584",0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,771,206,139,0,0,0,2,5,8,0,0,0,0,15,0,0,386,185,30,108,67,203
"Zotu5840",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,4,5,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5843",0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5845",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,1,5,2,9,0,0,0,0,0,0,0,0,1,0,1,0,0
"Zotu5847",0,0,0,0,0,0,0,0,0,0,0,0,11,1,4,3,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0
"Zotu5849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,40,13,24,2,4,0,0,1,0,0,1,2,0,0,2,0,0,0,0
"Zotu585",0,0,63,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,9,3,14,421,798,859,61,50,20,63,115,43,0,0,0,0,0,0,0,0,1,0,0,0,0
"Zotu5850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5851",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
