"OTU","Z.AQ.1","Z.AQ.2","Z.BALL.1","Z.BALL.2","Z.Control.1","Z.Control.2","Z.Control.3","Z.Control.4","Z.Control.5","Z.Control.6","Z.EMPTY.1","Z.EMPTY.2","Z.HH1.L","Z.HH1.N","Z.HH2.L","Z.HH2.N","Z.HH3.L","Z.HH3.N","Z.PCR1.C","Z.PCR2.NTC","Z.PQ1.L","Z.PQ1.N","Z.PQ2.L","Z.PQ2.N","Z.PQ3.L","Z.PQ3.N","Z.S.01","Z.S.02","Z.S.03","Z.S.04","Z.S.05","Z.S.06","Z.S.07","Z.S.08","Z.S.09","Z.S.10","Z.TB1.L","Z.TB1.N","Z.TB2.L","Z.TB2.N","Z.TB3.L","Z.TB3.N","Z.TQ1.L","Z.TQ1.N","Z.TQ2.L","Z.TQ2.N","Z.TQ3.L","Z.TQ3.N"
"424","Zotu424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,6,2,7,1,3,20,397,603,4,1,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"425","Zotu425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,312,19,9,67,568,82,0,0,0,0,9,14,4,14,10,11,0,0,0,0,0,0
"426","Zotu426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,7,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"427","Zotu427",0,0,0,0,0,0,0,1,0,0,0,0,34,4,10,17,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"428","Zotu428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,361,893,99,211,14,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"429","Zotu429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,158,135,236,199,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"430","Zotu430",8,0,7,27,0,0,0,0,0,0,0,0,4,1,0,0,2,8,0,0,38,5,0,7,5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,70,265,70,290,127,360
"431","Zotu431",0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,174,4,5,9,3,0,394,324,230,0,0,0,2,0,2,1,10,14,5,5,0,15
"432","Zotu432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,721,119,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"433","Zotu433",0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,2,3,3,6,3,7,0,0,1,3,0,0
"434","Zotu434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,152,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"435","Zotu435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,2,4,190,215,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"436","Zotu436",0,0,0,0,0,0,0,0,0,0,0,0,7,2,26,42,37,72,0,0,525,0,0,41,137,34,5,1,0,0,14,7,0,0,0,0,42,23,34,111,15,75,26,13,83,14,0,0
"437","Zotu437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,329,63,140,3,0,1,103,96,238,0,0,0,0,0,0,0,3,20,1,1,2,0
"438","Zotu438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"439","Zotu439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"440","Zotu440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,941,328,22,27,14,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"441","Zotu441",1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,4
"442","Zotu442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,7,1,0,0,2,0,2,0,2
"443","Zotu443",0,0,0,0,0,0,0,113,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,16,20,12,0,0,0,46,14,14,0,0,0,0,0,0,0,186,310,110,131,72,123
"444","Zotu444",0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,616,116,461,134,178,0,0,0,0,0,0
"445","Zotu445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,195,150,248,573,60,13,23,20,0,0,0,0,1,1,1,0,0,0,0,0,0
"446","Zotu446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"447","Zotu447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,204,176,125,97,27,39,36,38,0,0,0,0,0,0,0,0,0,0,0,0,0
"448","Zotu448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,70,338,0,2
"449","Zotu449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,203,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"450","Zotu450",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,412,220,0,0,0,0,0,0,0,2,0,0,0,0,1
"451","Zotu451",0,0,0,5,0,0,0,31,0,0,0,0,30,8,11,22,9,58,0,0,60,54,48,117,56,63,0,0,1,0,0,0,0,0,0,0,55,76,27,67,47,40,4,34,19,24,23,44
"452","Zotu452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,145,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"453","Zotu453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,583,1,19,71,134,148,2,0,0,0,1,0,0,0,0,0,364,0,0,0,0,0
"454","Zotu454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"455","Zotu455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,764,0,0
"456","Zotu456",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"457","Zotu457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74,888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"458","Zotu458",0,0,0,1,0,0,0,7,0,0,0,0,71,18,22,50,46,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,114,69,118,79,190
"459","Zotu459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,366,201,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"460","Zotu460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,242,34,1,5,1,6,20,104,123,11,14,39,15,5,0,17,131,0,43,7,31,0,1,0,0,1,2
"461","Zotu461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,2,1,2,10,35,565,103,254,1,3,2,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
"462","Zotu462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,503,27,653,0,0,0,0,0,0,0,0,0,0,0,0,0
"463","Zotu463",0,0,0,0,0,0,0,0,0,0,0,0,232,44,75,144,158,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"464","Zotu464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,289,411,0,0,0,0,0,0,0,0,0,0,0,0,0
"465","Zotu465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,249,956,0,0,0,0,0,0,0,0,0,0,0,0,0
"466","Zotu466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,3
"467","Zotu467",0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0
"468","Zotu468",78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"469","Zotu469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,64,129,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"470","Zotu470",2,0,1,5,0,0,0,0,0,0,0,0,90,8,35,48,72,153,0,0,15,10,24,59,38,37,9,1,2,0,0,0,0,0,0,0,0,0,0,2,4,0,31,73,32,90,48,70
"471","Zotu471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,31,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"472","Zotu472",0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,36,252,30,234,117,361
"473","Zotu473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,120,164,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"474","Zotu474",0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,1,0
"475","Zotu475",0,0,104,18,0,0,0,115,0,0,0,0,148,173,38,171,108,316,0,0,3,11,9,1,11,28,44,15,15,18,55,38,71,48,43,0,61,38,5,12,25,22,50,150,26,44,25,95
"476","Zotu476",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0,56,42,2,72,201,155,245
"477","Zotu477",0,0,0,0,0,0,0,0,0,0,0,0,321,99,33,161,159,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"478","Zotu478",1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"479","Zotu479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,68,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"480","Zotu480",0,0,0,0,0,0,0,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,32,101,2,0,0,31,14,37,0,0,0,1,0,0,0,0,0,0,0,0,0
"481","Zotu481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,5,488,7,0,0,17,25,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"482","Zotu482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,296,20,51,301,316,0,0,0,0,0,0,0,0,0,0,0,0,0
"483","Zotu483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,257,58,335,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484","Zotu484",858,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"485","Zotu485",0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,3,0,0,0,11,5,9,13,6,9,195,60,447,0,0,0,2,8,8,0,0,0,0,0,0,0,0,0,0,0,1,0
"486","Zotu486",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"487","Zotu487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,362,30,117,62,164,0,0,0,0,0,0,0,0,0,0,0,0,0
"488","Zotu488",112,0,0,0,0,0,0,9,0,0,0,0,9,2,15,8,36,33,0,0,11,8,7,8,2,12,19,18,0,148,205,221,8,6,12,0,51,56,13,32,56,60,1,10,2,11,2,6
"489","Zotu489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,1,105,230,590,0,0,0,0,0,0,0,0,0,0,0,0,0
"490","Zotu490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74,24,30,280,407,65,0,0,0,0,4,0,0,0,0,2,3,0,0,0,0,0
"491","Zotu491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,119,636,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"492","Zotu492",0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,6,14,30,10,7,1,615,22,10,5,4,2,4,0,0,30,38,6,26,3,7,0,10,2,5,2,10
"493","Zotu493",0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2,0,1,0,0,83,120,34,98,37,150,201,55,143,1,0,0,0,0,0,0,0,3,1,4,2,2,0,0,0,0,0,1
"494","Zotu494",0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,2,74,155,83,144,124,232
"495","Zotu495",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"496","Zotu496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,47,43,28,26,65,491,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"497","Zotu497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"498","Zotu498",0,0,5,17,0,0,0,0,0,0,0,0,175,54,48,141,99,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"499","Zotu499",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500","Zotu500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"501","Zotu501",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,84,32,25,5,24,2,174,140,252,0,0,0,0,1,0,1,0,1,0,1,0,1
"502","Zotu502",929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"503","Zotu503",0,0,105,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"504","Zotu504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,240,387,0,0,0,0,0,0,0,0,0,0,0,0,0
"505","Zotu505",0,0,0,2,0,0,0,0,0,0,0,0,205,33,55,81,122,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"506","Zotu506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,91,48,287,571,552,64,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,13,1
"507","Zotu507",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,186,445,204,174,181,250
"508","Zotu508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,563,44,66,1,0,0,10,8,5,0,0,0,0,0,0,0,3,9,1,4,1,6
"509","Zotu509",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,33,27,0,0,0,394,216,9,2,0,49,5,6,1,5,0,10,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"510","Zotu510",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,41,100,18,345,168,102,0,0,0,0,0,1,0,0,3,5,0,1,0
"511","Zotu511",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"512","Zotu512",0,0,0,1,0,0,0,0,0,0,0,0,8,2,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,1,7,2,2,0,0,0,0,0,0
"513","Zotu513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,0,0,0,0,0,0,0,0,0
"514","Zotu514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,88,2,238,402,925,0,0,0,0,0,0,0,0,0,0,0,0,0
"515","Zotu515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,162,480,0,0,0,0,0,0,0,0,0,0,0,0,0
"516","Zotu516",0,0,13,293,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"517","Zotu517",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,12,0,1139,7,47,1,4,3,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0
"518","Zotu518",0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,1,2,0,0,5,5,1,5,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,7,2,3,1,6,0,2,4,3
"519","Zotu519",0,0,0,98,0,0,0,2,0,0,0,0,85,29,21,33,28,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,69,22,102,34,144
"520","Zotu520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,438,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"521","Zotu521",0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,12,3,52,59,0,0,0,0,1,0,92,402,0,0,0,0,8,13,3,10,112,115,2,8,5,7,13,16
"522","Zotu522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,171,180,18,41,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"523","Zotu523",0,0,0,0,0,0,0,5,0,0,0,0,10,3,5,10,8,20,0,0,78,76,131,152,85,108,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,2,3,1,3,4,5
"524","Zotu524",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,1,4,10,0,12,161,30,37,105,73,10,65,63,132,0,0,2,0,1,3,1,1,1,1,0,0,0
"525","Zotu525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"526","Zotu526",783,7,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"527","Zotu527",0,0,0,0,0,0,0,0,0,0,0,0,20,8,15,19,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,6,0,9,6,2,11,2,2,85,235,62,97,80,132
"528","Zotu528",0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,36,90,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,48,8,18,28,74
"529","Zotu529",2,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,27,51,34,50,169,339,15,8,98,62,23,9,21,6,24,0,11,17,6,24,13,13,2,7,8,5,2,8
"530","Zotu530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,316,105,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"531","Zotu531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,699,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"532","Zotu532",2,0,28,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,23,5,14,3,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"533","Zotu533",0,0,137,715,0,0,0,1,0,0,0,0,5,4,2,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,2,10
"534","Zotu534",0,0,0,0,0,0,0,0,0,0,0,0,34,18,63,104,291,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,0,0,0,4,0,0,0,0
"535","Zotu535",0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,18,29,0,0,0,2,3,1,0,1,2,1,7,0,536,0,0,0,0,0,0
"536","Zotu536",0,0,0,6,0,0,0,6,0,0,0,0,157,36,35,107,114,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"537","Zotu537",0,0,134,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,3,16,6,23,2,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1
"538","Zotu538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,240,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"539","Zotu539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,142,347,44,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"540","Zotu540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"541","Zotu541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,375,270,134,0,0,0,0,0,0,0,0,0,0,0,0,0
"542","Zotu542",0,737,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,487,0,0,4,0,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1
"543","Zotu543",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,18,0,2,489,87,91,0,0,0,2,0,1,0,0,0,0,0,0,0,0,5,1,2,3,2
"544","Zotu544",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,77,90,76,221,54,89,18,17,12,16,16,59
"545","Zotu545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"546","Zotu546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,627,1,44,13,107,4,0,17,0,1,0,0,1,1,0,2,5,4,1,2,7
"547","Zotu547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236,46,5,46,48,147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"548","Zotu548",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,6,2,5,8,27,50,25,52,87,101,12,82,51,109,0,0,3,2,6,1,1,0,0,0,1,0,1
"549","Zotu549",0,0,0,0,0,0,0,0,0,0,0,0,16,4,8,15,8,28,0,0,57,59,109,94,108,109,40,1,4,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0
"550","Zotu550",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,450,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"551","Zotu551",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,14,19,15,14,14,60,23,24,3,0,1,73,78,90,0,1,0,0,2,0,1,22,55,22,48,30,51
"552","Zotu552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,445,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
