"OTU","L.AQ.1","L.AQ.2","L.BALL.1","L.BALL.2","L.Control.1","L.Control.2","L.Control.3","L.Control.4","L.Control.5","L.Control.6","L.EMPTY.1","L.EMPTY.2","L.HH1.L","L.HH1.N","L.HH2.L","L.HH2.N","L.HH3.L","L.HH3.N","L.PCR1.NTC","L.PCR2.NTC","L.PQ1.L","L.PQ1.N","L.PQ2.L","L.PQ2.N","L.PQ3.L","L.PQ3.N","L.S.01","L.S.02","L.S.03","L.S.04","L.S.05","L.S.06","L.S.07","L.S.08","L.S.09","L.S.10","L.TB1.L","L.TB1.N","L.TB2.L","L.TB2.N","L.TB3.L","L.TB3.N","L.TQ1.L","L.TQ1.N","L.TQ2.L","L.TQ2.N","L.TQ3.L","L.TQ3.N"
"1085","Zotu1085",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,304,548,0,2,22,0
"1086","Zotu1086",0,0,77,491,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,2,0,0,0,0,1,4,3,6,3,7,1,0,1,0,0,0,2,2,0,1,0,1,0,0
"1087","Zotu1087",0,0,0,0,0,0,0,16,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,8,4,89,71,49,226,157,96,16,29,7,0,3,1,7,4,4,2,3,13,5,4,12,5
"1088","Zotu1088",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,136,102,98,74,111,2,1,0,1,0,3
"1089","Zotu1089",0,0,0,0,0,0,0,73,0,0,0,0,6,3,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,15,16,22,20,68,91,24,76,62,76
"1090","Zotu1090",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,2,1,2,0,0,0,1
"1091","Zotu1091",0,0,0,0,0,0,0,27,0,0,0,0,27,11,17,17,13,16,0,0,11,9,0,7,2,1,0,0,0,0,0,0,0,0,0,0,51,47,49,45,48,54,34,45,3,28,35,28
"1092","Zotu1092",0,0,75,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0
"1093","Zotu1093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,575,0,0,0,0,0,0
"1094","Zotu1094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1095","Zotu1095",0,0,0,0,0,0,0,63,0,0,0,0,76,72,44,69,57,88,0,0,72,88,36,77,47,26,0,0,0,0,0,0,0,0,0,0,38,35,30,29,32,38,132,133,36,111,96,108
"1096","Zotu1096",0,0,541,205,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,5,21,8,27,1,11,5,0,4,0,0,3,1,3,2,1,1,9,1,2,2,2,1
"1097","Zotu1097",0,0,0,0,0,0,0,5,0,0,0,0,75,53,69,26,35,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,12,8,6,23,3,67,65,34,53,72,64
"1098","Zotu1098",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,95,146,48,41,8,70,266,106,0,0,1,2,0,0,0,0,1,0,0,7,0
"1099","Zotu1099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1100","Zotu1100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,232,321,14,3,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1101","Zotu1101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1102","Zotu1102",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,114,103,100,67,129,1,3,0,0,1,1
"1103","Zotu1103",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,91,105,111,85,76,116,0,1,0,3,0,3
"1104","Zotu1104",0,0,0,0,0,0,0,0,0,0,0,0,60,21,34,27,29,45,0,0,3,12,17,23,10,6,57,9,7,0,0,0,0,0,0,0,25,27,38,26,41,32,8,30,4,48,24,40
"1105","Zotu1105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888,0,1,1,0
"1106","Zotu1106",0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,16,10,19,11,18,8,20,92,21,78,120,69
"1107","Zotu1107",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,6,218,0,0,0,0,44,47,66,52,44,28,10,16,3,15,3,5
"1108","Zotu1108",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,479,71,0,0,0,0,0,0,0,4,11,1,4,4,4
"1109","Zotu1109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,6,1,0,1,0,35,43,37,0,0,0,0,0,0,0,0,0,0,0,0,0
"1110","Zotu1110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,12,222,129,57,38,61,29,0,0,0,1,1,0,1,0,0,0,0,0,0
"1111","Zotu1111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,181,114,10,29,23,0,8,0,0,2,5,2,0,0,0,0,0,0
"1112","Zotu1112",0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,5,37,5,0,26,24,25,24,23,15,0,16,5,9,9,5
"1113","Zotu1113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,82,103,74,139,89,0,0,0,0,1,0
"1114","Zotu1114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,157,216,251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1115","Zotu1115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,1,0,0
"1116","Zotu1116",0,0,0,0,0,0,0,0,0,0,0,0,217,37,112,70,110,98,0,0,0,0,0,0,0,0,9,2,1,2,12,3,6,17,3,0,0,0,0,0,0,0,111,91,55,107,152,98
"1117","Zotu1117",0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1118","Zotu1118",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,99,110,94,80,103,4,1,0,1,1,5
"1119","Zotu1119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,351,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1120","Zotu1120",0,0,0,0,0,0,0,27,0,0,0,0,43,24,12,36,25,39,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,27,18,34,18,27,51,68,17,77,56,46
"1121","Zotu1121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,1,87,79,42,61,234,43,0,0,0,0,2,2,0,1,1,0,0,0,0
"1122","Zotu1122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,177,175,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1123","Zotu1123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,167,144,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1124","Zotu1124",0,0,0,1,0,0,0,63,0,0,0,0,33,38,19,28,17,42,0,0,0,0,3,1,0,1,3,0,0,2,0,0,0,2,0,0,12,29,14,19,12,19,61,108,18,74,84,61
"1125","Zotu1125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1126","Zotu1126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,5,1,3,588,5,0,0,0,0,0,0
"1127","Zotu1127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1128","Zotu1128",0,0,0,5,0,0,0,0,0,0,0,0,149,138,93,74,65,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1129","Zotu1129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1130","Zotu1130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,123,109,85,108,126,3,3,3,7,4,4
"1131","Zotu1131",0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"1132","Zotu1132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,478,307,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1133","Zotu1133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,125,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134","Zotu1134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,260,117,65,41,60,13,4,11,3,0,0,2,0,0,0,0,0,7,0,0,0,0
"1135","Zotu1135",0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,98,146,16,165,117,163
"1136","Zotu1136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,290,594,0,0,0,0,0,0,0,0,0,0,0,0,0
"1137","Zotu1137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,260,21,53,102,20,21,0,0,0,0,11,3,3,3,25,0,15,0,0,0,0,7
"1138","Zotu1138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,142,130,0,0,0,0,3,6,5,4,7,2,0,0,0,0,0,0
"1139","Zotu1139",0,0,0,0,0,0,0,0,0,0,0,0,125,68,141,61,71,101,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
"1140","Zotu1140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1141","Zotu1141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1142","Zotu1142",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,198,131,147,139,191,8,20,1,9,5,15
"1143","Zotu1143",0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,29,73,48,129,51,17,42,124,24,0,4,1,0,4,1,0,0,4,4,1,0,0
"1144","Zotu1144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,167,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1145","Zotu1145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,5,12,8,14,0,0,0,0,0,0
"1146","Zotu1146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,41,12,31,16,188,142,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1147","Zotu1147",0,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1148","Zotu1148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1149","Zotu1149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,95,130,156,60,25,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1150","Zotu1150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1151","Zotu1151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,4,0,2,7,267,275,5,3,0,0,0,0,0,0
"1152","Zotu1152",0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,1,0,0,0,13,0,17,12,32,23,58,25,35,20,7,5,0,1,0,0,53,20,12,10,7,19,11,1,1,9,0,14
"1153","Zotu1153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,7,1,261,197,112,0,0,3,0,2,0,0,2,2,1,0,0,0,0,0,0
"1154","Zotu1154",0,0,1,15,0,0,0,0,0,0,0,0,160,82,44,95,74,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
"1155","Zotu1155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1156","Zotu1156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1157","Zotu1157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,29,146,136,49,41,97,42,0,1,3,0,1,1,1,0,2,0,0,0,0
"1158","Zotu1158",0,0,0,0,0,0,0,2,0,0,0,0,5,7,3,4,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,2,2,1
"1159","Zotu1159",0,0,5,37,0,0,0,179,0,0,0,0,127,92,80,82,75,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,4,0,16
"1160","Zotu1160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,116,38,155,86,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1161","Zotu1161",0,0,0,0,0,0,0,0,0,0,0,0,34,14,59,16,25,51,0,0,180,3,13,119,90,78,37,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1162","Zotu1162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,11,0,0,0,440,103,142,0,0,0
"1163","Zotu1163",0,0,0,0,0,0,0,29,0,0,0,0,20,22,7,12,11,18,0,0,1,11,2,4,3,5,0,0,0,0,0,0,0,0,0,0,9,9,10,3,13,8,75,74,22,90,71,62
"1164","Zotu1164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1165","Zotu1165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1166","Zotu1166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1167","Zotu1167",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,28,38,103,98,42,35,60,50,0,0,0,1,3,1,0,0,4,1,2,0,3
"1168","Zotu1168",0,0,0,0,0,0,0,1,0,0,0,0,230,160,152,123,140,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,6,0
"1169","Zotu1169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,300,90,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"1170","Zotu1170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,356,168,0,0,0,0,0,0,0,0,0,0,0,0,0
"1171","Zotu1171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,687,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1172","Zotu1172",0,0,0,0,0,0,0,485,0,0,0,0,2,2,0,2,5,7,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,19,10
"1173","Zotu1173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,468,1724,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0
"1174","Zotu1174",0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,62,11,67,271,54,0,0,1,0,0,1,0,4,0,1,1,0,0
"1175","Zotu1175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1176","Zotu1176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,161,168,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1177","Zotu1177",0,0,0,1,0,0,0,60,0,0,0,0,57,29,23,42,25,45,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39,61,45,34,28,66,95,117,13,73,66,79
"1178","Zotu1178",0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,204,93,61,180,81,0,0,2,2,1,0,0,8,0,0,3,0,0
"1179","Zotu1179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1180","Zotu1180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,184,91,66,43,91,61,0,0,0,0,1,2,1,0,0,2,0,0,0
"1181","Zotu1181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1182","Zotu1182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1183","Zotu1183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1184","Zotu1184",0,0,0,0,0,0,0,8,0,0,0,0,3,8,6,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,0,3,0,109,100,18,117,89,86
"1185","Zotu1185",0,547,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1186","Zotu1186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,25,16,224,16,0,0,0,2,0,5,0,6,4,0,0,0,0,5,5,1,44,23,4,21,99,18
"1187","Zotu1187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1170,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1188","Zotu1188",0,0,0,0,0,0,0,60,0,0,0,0,24,21,24,12,20,22,0,0,3,10,5,2,6,3,0,0,0,0,0,0,0,0,0,0,64,61,56,47,53,64,86,93,28,105,73,93
"1189","Zotu1189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,98,41,417,0,0,0,0,12,3,15,10,9,11,0,0,0,0,0,0
"1190","Zotu1190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,10,6,189,139,110,15,51,23,0,0,1,1,1,4,1,0,0,0,0,0,2
"1191","Zotu1191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,81,421,0,0,0,0,23,19,16,12,46,57,0,0,0,0,0,0
"1192","Zotu1192",0,0,0,0,0,0,0,34,0,0,0,0,17,31,14,31,29,31,0,0,1,13,0,3,10,0,0,0,0,0,0,0,0,0,0,0,27,27,37,16,14,24,42,52,10,58,48,46
"1193","Zotu1193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,52,35,281,240,143,30,63,22,0,0,1,1,1,1,4,0,0,0,0,0,0
"1194","Zotu1194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,91,842,599,0,0,0,0,0,0,0,0,0,0,0,0,0
"1195","Zotu1195",10,1,33,633,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,71,41,68,0,6,2,0,6,3,2,7,4,4,5,3,0,3,6,2
"1196","Zotu1196",0,0,0,0,0,0,0,51,0,0,0,0,21,23,16,18,30,25,0,0,9,17,1,19,2,11,0,0,0,0,0,0,0,0,0,0,12,9,26,13,19,12,62,82,23,95,84,54
"1197","Zotu1197",0,0,0,0,0,0,0,3,0,0,0,0,1,1,554,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,1,3,0,0,0,0
"1198","Zotu1198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1199","Zotu1199",0,0,0,0,0,0,0,0,0,0,0,0,8,2,3,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,100,67,69,72,64,0,3,0,2,0,2
"1200","Zotu1200",0,0,0,0,0,0,0,18,0,0,0,0,37,26,11,25,12,20,0,0,17,5,7,1,14,1,0,0,0,0,0,0,0,0,0,0,10,8,11,8,8,14,62,61,14,67,51,47
"1201","Zotu1201",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,4,8
"1202","Zotu1202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0
"1203","Zotu1203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1204","Zotu1204",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1205","Zotu1205",2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1206","Zotu1206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,46,18,1,109,110,27,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1207","Zotu1207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"1208","Zotu1208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1209","Zotu1209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,616,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1210","Zotu1210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1211","Zotu1211",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,534,297,0,0,0,0,0,0,0,0,3,0,0,0,0
