"Z.AQ.1","Z.AQ.2","Z.BALL.1","Z.BALL.2","Z.Control.1","Z.Control.2","Z.Control.3","Z.Control.4","Z.Control.5","Z.Control.6","Z.EMPTY.1","Z.EMPTY.2","Z.HH1.L","Z.HH1.N","Z.HH2.L","Z.HH2.N","Z.HH3.L","Z.HH3.N","Z.PCR1.C","Z.PCR2.NTC","Z.PQ1.L","Z.PQ1.N","Z.PQ2.L","Z.PQ2.N","Z.PQ3.L","Z.PQ3.N","Z.S.01","Z.S.02","Z.S.03","Z.S.04","Z.S.05","Z.S.06","Z.S.07","Z.S.08","Z.S.09","Z.S.10","Z.TB1.L","Z.TB1.N","Z.TB2.L","Z.TB2.N","Z.TB3.L","Z.TB3.N","Z.TQ1.L","Z.TQ1.N","Z.TQ2.L","Z.TQ2.N","Z.TQ3.L","Z.TQ3.N"
"Zotu491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,119,636,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu492",0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,6,14,30,10,7,1,615,22,10,5,4,2,4,0,0,30,38,6,26,3,7,0,10,2,5,2,10
"Zotu493",0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2,0,1,0,0,83,120,34,98,37,150,201,55,143,1,0,0,0,0,0,0,0,3,1,4,2,2,0,0,0,0,0,1
"Zotu494",0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,2,74,155,83,144,124,232
"Zotu496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,47,43,28,26,65,491,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu498",0,0,5,17,0,0,0,0,0,0,0,0,175,54,48,141,99,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5",0,0,236,1120,0,0,0,0,0,0,0,0,0,202211,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu50",0,0,0,0,0,0,0,401,0,0,0,0,746,0,0,0,0,4,0,0,4,5231,5496,117,0,5,0,3,9,1,4,0,191,105,10,0,5,1,0,2,5329,4328,14,3120,2443,19,176,49
"Zotu501",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,84,32,25,5,24,2,174,140,252,0,0,0,0,1,0,1,0,1,0,1,0,1
"Zotu503",0,0,105,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,240,387,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,91,48,287,571,553,64,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,13,1
"Zotu507",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,186,445,204,174,181,250
"Zotu508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,563,44,66,1,0,0,10,8,5,0,0,0,0,0,0,0,3,9,1,4,1,6
"Zotu509",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,33,27,0,0,0,394,216,9,2,0,49,5,6,1,5,0,10,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu510",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,59,113,20,353,169,127,0,0,0,0,0,1,0,0,3,5,0,1,0
"Zotu513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,0,0,0,0,0,0,0,0,0
"Zotu514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,88,2,266,436,1113,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,162,480,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu516",0,0,13,311,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu517",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,12,0,1139,7,48,1,4,3,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0
"Zotu519",0,0,0,98,0,0,0,2,0,0,0,0,85,29,21,33,28,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,69,22,102,34,144
"Zotu521",0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,12,3,59,66,0,0,0,0,1,0,92,402,0,0,0,0,8,13,3,10,112,115,2,8,5,7,13,16
"Zotu522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,171,180,18,41,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu523",0,0,0,0,0,0,0,5,0,0,0,0,10,3,5,10,8,20,0,0,78,76,131,152,85,108,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,2,3,1,3,4,5
"Zotu524",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,1,4,10,0,12,201,47,62,105,92,10,66,67,150,0,0,2,0,1,3,1,1,1,1,0,0,0
"Zotu526",1080,7,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu527",0,0,0,0,0,0,0,0,0,0,0,0,20,8,15,19,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,6,0,9,6,2,11,2,2,85,235,62,97,80,132
"Zotu529",2,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,30,51,35,50,176,343,19,17,103,67,23,9,29,7,25,0,25,42,6,29,15,21,2,9,8,6,2,8
"Zotu53",0,0,82,0,0,0,0,0,0,0,0,0,20,0,15,7,55,2,0,0,0,0,0,0,25,0,2,0,0,8,20,26,1,1,0,0,0,2,5604,2,12659,7213,0,0,1,1,0,0
"Zotu531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,699,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Zotu532",2,0,77,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,34,6,18,3,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Zotu533",0,0,138,735,0,0,0,1,0,0,0,0,5,4,2,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,2,10
"Zotu535",0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,18,29,0,0,0,2,3,1,0,1,2,1,7,0,536,0,0,0,0,0,0
"Zotu536",0,0,0,10,0,0,0,6,0,0,0,0,191,44,42,132,126,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"Zotu537",0,0,134,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,3,16,6,24,2,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1
"Zotu539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,142,347,44,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,618,0,3617,5876,18433,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,375,270,134,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu542",0,737,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,487,0,0,4,0,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1
"Zotu543",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,19,0,2,525,95,94,0,0,0,2,0,1,0,0,0,0,0,0,0,0,5,1,2,3,2
"Zotu544",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,77,90,76,221,54,89,18,17,12,16,16,60
"Zotu546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,627,1,44,13,110,4,0,17,0,1,0,0,1,1,0,3,5,4,1,2,7
"Zotu547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2303,103,6,101,87,221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu548",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,6,2,5,8,28,126,63,109,106,162,14,90,53,117,0,0,3,2,6,1,1,0,0,0,1,0,1
"Zotu549",0,0,0,0,0,0,0,0,0,0,0,0,18,5,8,16,9,33,0,0,58,66,113,100,115,116,40,1,4,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0
"Zotu55",17,0,8834,15280,0,0,0,41,0,0,0,0,4,0,0,1,0,4,0,0,1,0,0,2,0,4,24,3,6,14,115,9,3,1,0,0,3,11,2,18,12,9,16,8,0,5,3,6
"Zotu550",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,450,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu551",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,19,25,20,17,26,103,31,41,3,0,1,116,115,119,0,1,0,0,2,0,1,32,68,34,60,46,64
"Zotu555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,225,847,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu556",0,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Zotu558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,189,223,0,0,0,6,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu559",0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,25,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,53,0,0,0,0,20,0,0,92,130,120,248,239,308
"Zotu560",0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,5,21,0,0,0,0,1,0,0,0,0,0,0,1,1,0,5,7,1,0,26,40,31,69,14,20,32,150,14,111,50,167
"Zotu562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,21,12,10,30,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,50,95,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Zotu564",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,123,66,121,44,41,14,40,39,37,0,1,1,0,2,1,11,0,2,0,0,0,0
"Zotu565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,125,136,704,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,160,75,354,716,373,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,361,0,0,0
"Zotu568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu569",5,302,39,30,87,0,40,2,111,25,0,0,0,0,1,0,0,7,5,0,5,19,6,1,203,0,1,0,0,0,0,0,0,0,1,27,0,0,0,1,0,0,0,1,0,2,2,0
"Zotu571",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,82,91,45,95,100,154,13,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,123,210,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu576",0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,1,0,0,0,191,0,1,0,0,0,0
"Zotu579",0,0,0,0,0,0,0,80,0,0,0,0,18,1,46,8,112,139,0,0,0,0,0,0,0,0,2,1,0,7,33,5,30,1,0,0,13,9,21,7,111,128,38,166,0,9,47,119
"Zotu58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17297,1540,2262,222,790,50,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Zotu580",0,0,0,0,0,0,0,0,0,0,0,0,2,802,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,514,160,155,65,148,74,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu582",0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,2,1,2,0,0,11,20,10,55,36,57,235,54,246,21,12,19,0,0,1,0,1,2,2,2,2,3,0,2,4,3,0,2
"Zotu585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,425,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu587",0,0,0,0,0,0,0,38,0,0,0,0,74,31,19,65,61,166,0,0,0,0,15,0,0,0,239,168,35,18,16,5,13,0,7,0,89,191,54,164,55,134,4,0,0,4,3,4
"Zotu588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu589",0,0,113,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,155,40,129,101,169
"Zotu59",0,0,94,118,0,0,0,608,0,0,0,0,608,122,180,375,448,1236,0,0,790,1118,682,1455,813,911,5,0,3,0,0,0,0,0,0,0,1005,1419,567,1885,1184,1424,335,1258,310,612,512,1130
"Zotu591",0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,2,0,0,0,25,0,38,20,25,1,140,58,110,3,5,0,1,1,0,0,63,17,27,20,35,16,2,2,1,0,4,1
"Zotu592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,181,245,185,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,52,172,16,91,5,6,6,17,3,5,3,1,4,0,30,35,11,29,15,21,7,4,0,0,0,1
"Zotu596",0,0,0,0,0,0,0,92,0,0,0,0,14,6,7,9,14,10,0,0,0,0,0,0,0,0,5,0,0,8,16,1,38,39,75,0,31,44,11,25,16,27,3,14,2,7,6,11
"Zotu597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,14,74,2,29,39,97,181,25,7,1,34,37,11,0,4,3,1,0,0,0,0,0,0,0,0,0
"Zotu598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,48,53,55,129,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu599",0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,3,2,33,131,41,97,92,191
"Zotu6",0,0,0,2,0,0,0,0,0,0,0,0,4259,0,7397,157,3475,6,0,0,0,0,8,0,0,0,0,1,0,1685,596,94,3203,4773,6204,0,2,3,1,2,0,5,37015,63788,11,32417,33364,6320
"Zotu60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,255,105,5319,11535,5423,14,63,48,0,0,0,0,0,0,1751,0,0,0,0,0,0
"Zotu600",694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,343,8,6,1,1,0,2,2,0,1,1,1,0,0,0,0,0,0
"Zotu603",0,0,75,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu608",0,0,7,2,0,0,0,7,0,0,0,0,29,11,10,10,29,42,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,36,132,39,75,27,129
"Zotu61",173,0,583,1456,0,0,0,2745,0,0,0,0,5975,2413,1481,4400,3751,8136,0,0,64,141,95,147,75,151,69,9,24,9,15,2,19,12,31,0,1456,1617,1021,3327,1391,1674,1813,6741,1941,4315,3287,4344
"Zotu610",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,295,279,1,0,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Zotu611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,198,50,176,11,57,1,9,8,13,0,0,1,0,2,0,0,1,1,0,1,1,0
"Zotu612",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,14,8,159,738,20,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,40,35,72,144,191,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu618",0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,8,9,3,0,0,0,0,26,128,54,226,9,23,0,6,1,3,3,47
"Zotu619",0,0,0,0,0,0,0,5,0,0,0,0,12,7,1,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,27,112,78,261,33,41
"Zotu62",0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,8,1,5,0,0,1972,1859,3573,2336,3376,4247,646,936,526,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu620",706,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2,0,0,0,3
"Zotu623",0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,106,51,4,23,79,0,52,73,166,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,75,7,0,13,0,0,7,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"Zotu625",109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,5,9,8,10,0,715,0,1,6,0,0,1,6,0,1,0,2,0,11
"Zotu626",0,0,0,11,0,0,0,1,0,0,0,0,160,19,29,61,49,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
"Zotu628",0,0,0,0,0,0,0,0,0,0,0,0,73,0,48,0,1,162,0,0,0,0,0,0,0,0,184,3,360,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu63",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,0,0,0,0,5,236,78,0,428,5,22492,0,0,0,0,0
"Zotu630",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,92,49,179,91,89,0,1,1,0,0,0
"Zotu633",8,0,14,6,0,0,0,28,0,0,0,0,119,14,35,14,67,38,0,0,24,8,53,4,6,0,289,46,69,86,59,17,286,207,195,0,19,15,14,31,23,8,42,114,32,43,75,57
"Zotu634",0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,92,655,0,14,0,0,0,0,0,1,0,0,0,0,0
"Zotu636",0,0,578,7,0,0,0,0,0,0,0,0,26,37,16,76,12,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu637",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70,208,42,56,62,78,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,1,1,1,0,0,2
"Zotu64",1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,332,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,4,16849,0,23,0,215,1941,0,0,0,2,0,0,0,1
"Zotu641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,557
"Zotu642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,450,0,22,0,10,4,3,0,1,1,0,0,1,1,0,0,0,0,0,0
"Zotu643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,208,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu645",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,194,7,3,2,3,0,0,0,0,0,1,3,0,0,0,0,0,0
"Zotu646",0,0,0,0,0,0,0,10,0,0,0,0,4,3,0,11,5,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,41,45,8,65,19,44,44,116,78,78,50,113
"Zotu649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,127,241,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7243,6840,1611,2831,1537,334,113,151,362,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu651",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,2,0,0,0,16,1,14,0,8,1,413,79,72,1,2,3,0,0,0,0,22,4,9,3,27,5,5,1,6,0,5,0
"Zotu652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,52,48,199,7,0,3,3,0,0,0,0,1,0,7,0,0,0,0,0,0
"Zotu653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,2,727,109,331,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Zotu654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,52,43,0,0,2,0,56,32,28,92,89,123,0,0,0,0,0,0
"Zotu656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,171,132,176,0,6,0,0,0,0,0,2,9,1,4,0,0
"Zotu66",0,0,0,0,0,0,0,0,0,0,0,0,347,847,286,74,671,334,0,0,0,0,0,0,13,0,1,0,0,0,2,0,31,13,48,0,0,0,95,1,0,0,7,16,56,122,15,18
"Zotu661",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,437,37,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Zotu662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,271,82,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu665",0,0,0,0,0,0,0,12,0,0,0,0,37,11,5,18,18,47,0,0,9,23,13,35,11,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,51,30,58,42,76
"Zotu668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,18,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
