"","Z.HH1.L","Z.HH1.N","Z.HH2.L","Z.HH2.N","Z.HH3.L","Z.HH3.N","Z.PQ1.L","Z.PQ1.N","Z.PQ2.L","Z.PQ2.N","Z.PQ3.L","Z.PQ3.N","Z.S.01","Z.S.02","Z.S.03","Z.S.04","Z.S.05","Z.S.06","Z.S.07","Z.S.08","Z.S.09","Z.TB1.L","Z.TB1.N","Z.TB2.L","Z.TB2.N","Z.TB3.L","Z.TB3.N","Z.TQ1.L","Z.TQ1.N","Z.TQ2.L","Z.TQ2.N","Z.TQ3.L","Z.TQ3.N"
"OTU_13541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0
"OTU_135412",8,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,3,3,5
"OTU_135444",0,0,0,0,0,0,5,6,5,11,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,82,14,19,5,30,0,0,0,0,0,0
"OTU_13552",3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,8,7,7
"OTU_135522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0
"OTU_13557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1356",15,0,3,8,11,24,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,4,15,10,14
"OTU_13561",0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_135611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,13,17,0,0,0,0,0,0
"OTU_135691",0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,0,0,0,5,23,9,22,4,21,0,0,0,0,0,0
"OTU_135719",9,5,0,13,7,22,151,139,141,141,165,176,206,39,40,10,4,0,44,36,34,13,23,9,6,5,7,5,3,6,7,8,17
"OTU_13572",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0
"OTU_135739",0,0,0,0,0,0,0,4,3,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1358",0,0,0,0,0,0,4,4,0,5,5,17,26,16,17,49,0,0,21,4,0,4,0,0,0,0,0,0,0,0,0,0,0
"OTU_13581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_135894",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,40,78,0,47,47,15
"OTU_1359",0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
"OTU_136",2761,406,368,622,870,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,48,9,97,12,42
"OTU_136000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
"OTU_136038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,15,3,6,0,8,0,0,0,0
"OTU_136050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
"OTU_136100",0,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,25,52,0,31,37,10
"OTU_13611",14,5,58,20,45,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,0,10,11,7,0,5
"OTU_13613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_136184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,0
"OTU_13619",0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1362",0,0,0,0,0,0,0,3,0,0,0,0,307,71,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_136239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,3,11,7,9,0,0,0,0,0,0
"OTU_136288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,6,3,0,0,0
"OTU_1363",0,0,0,0,0,0,0,0,0,0,6,7,83,22,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_136346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_136357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,0,0,0,0,0,0,0,0
"OTU_136369",0,0,0,0,0,0,24,71,24,82,16,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_136404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_136414",0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_136482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
"OTU_13650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0
"OTU_13654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_136566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_136594",0,0,0,0,0,0,0,4,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1366",142,74,14,7,37,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,21,16,0,0,0,0,0,0
"OTU_13665",0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,9,0,0,0,0,0,0,0,0
"OTU_13670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13673",3,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_136735",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,19,30,0,16,18,4
"OTU_136754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_136776",0,0,0,0,0,0,10,18,7,22,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1368",0,0,0,0,0,0,3,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,5
"OTU_136828",0,0,0,0,0,0,0,0,0,0,0,0,0,150,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0
"OTU_136902",5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,0,0,0,0,0,0,37,70,0,33,30,7
"OTU_13691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,5,0,0,0,0,0,0
"OTU_13692",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_136995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,14,3,9,0,0
"OTU_137",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,18,3,0,0,0,1098,1376,507,1553,848,846,0,11,0,3,0,0
"OTU_13700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13703",0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,86,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13712",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13716",0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_137221",0,0,0,0,0,0,6,11,11,14,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_137230",0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13724",0,0,0,0,0,0,0,0,0,0,0,0,8,6,16,8,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13729",0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_137303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,57,42,14,11,11,0,0,0,0,0,0
"OTU_13741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0
"OTU_13745",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,15,14,22,32,8,52,26,55,4,11
"OTU_137460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_137463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13753",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"OTU_137545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,26,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_137572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,6,7,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13758",0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1376",3,0,0,0,0,0,0,8,19,14,0,0,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13763",0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_137632",0,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13766",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"OTU_137683",841,53,133,80,605,29,0,0,0,0,0,0,0,6,0,4,6,0,93,46,101,0,0,0,0,0,0,0,0,40,9,0,0
"OTU_137707",8,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,4
"OTU_13772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,5,6,5,5,3,0,0,0,0,0
"OTU_13775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_137778",0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36,29,8,19,21,3,3,0,4,0,4
"OTU_137818",6,7,5,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_137840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
"OTU_137885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1379",0,0,0,0,0,0,0,0,0,0,0,3,9,0,4,190,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13790",4,0,0,0,0,0,0,3,0,0,0,7,14,7,7,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0
"OTU_137934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,8,0,13,0,23,0,0,0,0,0,0,0
"OTU_137950",7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_137966",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,4,0,0,0,0,0,0
"OTU_13797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_137991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_137992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0
"OTU_137999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_138067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
"OTU_138068",0,0,0,0,0,0,37,7,21,34,12,33,32,3,27,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13819",0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,6,7,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13820",0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_138223",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,10,5,4,0,0,0,0,0,0
"OTU_13829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_138321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_138352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,8,8,11,4,27,11,23,0,3
"OTU_13836",0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1384",54,3,4,10,17,55,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"OTU_138442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_138448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_138458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
"OTU_13847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_138477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1385",0,0,0,0,0,0,0,0,0,0,0,0,0,159,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4
"OTU_13852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,433,11,0,0,0,0,5,0,11,0,8,0,0,0,0,0,0
"OTU_138538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_138566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0
"OTU_13857",0,0,0,0,0,0,0,3,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_138649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13876",0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_138789",0,0,0,0,0,0,25,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,4,13,9,6,0,0,0,0,0,0,0
"OTU_138792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,15,6,6,3,5,0,7,0,11
"OTU_1388",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,6,104,0,5,0,0,0,411,37,11,0,57,0
"OTU_138802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,7,12,0,0,0,0,0,0,0,17,5,6,27,8
"OTU_1389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,62,88,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13897",3,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,24,0,0,0,0,0
"OTU_1390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,34,37,29,25,15,13,24,0,0,0,0
"OTU_13901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_139016",63,23,244,147,207,52,0,0,0,0,0,0,0,0,0,0,0,0,8,9,14,0,0,40,0,0,0,12,37,45,31,22,10
"OTU_139026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,4,0,6,0,13,5,10,0,0
"OTU_13904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_139046",0,0,0,0,0,0,3,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_139050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,26,9,7,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1391",3,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,4,10
"OTU_139105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,3,15,23,24,0,0,0,0,0,0
"OTU_13916",0,0,0,0,0,0,0,6,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_139164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,3,0,0,0,0
"OTU_13919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1392",25,0,8,13,26,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4
"OTU_13920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13921",0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1393",0,0,0,0,0,0,0,0,0,0,0,0,78,34,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13933",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,16,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_139336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,0
"OTU_139343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_139379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0
"OTU_1394",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,5,14,7,15,4,42,3,30,0,9
"OTU_13942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,3,0,0
"OTU_139432",0,0,0,0,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,51,36,13
"OTU_139440",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3
"OTU_139445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5
"OTU_13946",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0
"OTU_139479",0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,22,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,135,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_139508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0
"OTU_13955",3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_139558",0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0
"OTU_13956",5,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_139580",0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13959",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1397",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,38,10,46,9,31
"OTU_1398",0,0,0,0,0,0,0,0,0,0,0,0,0,281,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13981",0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0
"OTU_139862",31,3,4,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,49,20,30,12,7,0,0,0,0,0,0
"OTU_139880",0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1399",0,0,0,0,0,0,0,19,7,16,40,65,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_139901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_139924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,5,0,5,0,0,0,0,0,0
