"","L.HH1.L","L.HH1.N","L.HH2.L","L.HH2.N","L.HH3.L","L.HH3.N","L.PQ1.L","L.PQ1.N","L.PQ2.L","L.PQ2.N","L.PQ3.L","L.PQ3.N","L.S.01","L.S.02","L.S.03","L.S.04","L.S.05","L.S.06","L.S.07","L.S.08","L.S.09","L.TB1.L","L.TB1.N","L.TB2.L","L.TB2.N","L.TB3.L","L.TB3.N","L.TQ1.L","L.TQ1.N","L.TQ2.L","L.TQ2.N","L.TQ3.L","L.TQ3.N"
"4599",0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,13,3,17,16,11,0,0,0,0,0,0,0,0,0,0,0,0
"4601",3,3,0,0,0,0,8,9,4,11,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"4604",0,6,0,6,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,7,7,4,10,8,0,7,6,9
"4605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,13,15,6,22,0,0,0,0,0,0
"4606",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,3,15,3,6
"4609",5,7,15,4,10,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"4610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,32,8,0,0,0,0,0,0,0,0,0,0,0,0
"4611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,49,3,0,0,0,0,0,0,0,0,0,0,0,0
"4614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,27,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4616",0,0,0,0,0,0,0,0,11,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4618",0,0,0,0,0,0,0,0,0,0,0,0,6,20,3,23,11,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"4619",0,0,0,0,0,0,21,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0
"4620",0,0,0,0,0,0,0,0,0,0,0,0,33,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4621",0,0,0,0,0,0,0,0,0,0,0,0,18,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4626",0,0,0,0,0,0,0,0,0,0,0,0,27,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4628",0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,3,3,0,3,17,19,0,0,0,0,0,0,0,0,0,0,0,0
"4629",0,0,0,0,0,0,0,0,0,0,0,0,38,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4631",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,26,22,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"4632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,10,8,14,10,0,0,0,0,0,0
"4633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4634",0,0,0,0,0,0,0,0,0,0,0,0,30,20,7,19,34,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4635",0,0,0,0,0,0,0,0,0,0,0,0,42,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,54,0,0,0,0,0,0,0,0,0,0,0,0
"4640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"4643",5,4,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,7,4,0,5,0,6,3,0
"4645",6,9,7,7,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4647",0,0,0,0,0,0,0,0,0,0,0,0,28,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4648",0,0,0,0,0,0,0,0,0,0,0,0,5,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4650",1008,774,527,785,674,908,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,47,64,62,59,52,76,344,331,100,246,297,252
"4653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,3,19,17,4,0,0,0,0,0,0,0,0,0,0,0,0
"4654",0,0,0,0,0,0,0,0,0,0,0,0,20,39,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,4,8,4
"4656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,40,0,0,0,9,0,0,0,8,0,0,0,0,0,0,0
"4657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"4658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4659",4,0,7,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,4,5,0,4,0,0,8,6
"4660",15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,6,0,0,4,0,0,6,10,5
"4661",13,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,11,11,6
"4662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,15,19,22
"4663",0,0,0,0,0,0,0,0,0,0,0,0,8,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4664",0,0,0,0,0,0,47,18,15,0,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,3
"4665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,5,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"4668",0,0,0,0,0,0,16,11,0,14,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,34,0,0,0,0,0,0,0,0,0,0,0,0
"4671",0,0,0,0,0,0,0,0,0,0,0,0,22,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,34,13,0,0,0,0,0,0,0,0,0,0,0,0
"4675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,12,10,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"4677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"4678",0,0,0,0,0,0,29,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,26,42,12,0,0,0,0,0,0,0,0,0,0,0,7
"4681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,11,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"4684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,4,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0
"4685",0,0,0,0,0,0,23,8,0,12,0,0,10,0,3,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0
"4686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,6,0,0,0,9
"4687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,6,10,6,0,0,8,0,0,0,0,0,0,0,0,0,4,0
"4688",0,0,0,0,0,0,0,0,0,0,0,0,18,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4690",0,0,0,0,0,0,0,0,0,0,0,0,12,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4691",0,0,0,0,0,0,0,0,0,0,0,0,24,17,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4693",0,0,0,0,0,0,0,0,0,0,0,0,23,4,21,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"4694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"4702",11,16,0,8,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"4703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,8,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"4704",0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,6,4,0,21,39,6,0,0,0,0,0,0,0,0,0,0,0,0
"4706",7,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,8,5,5,5,3,0,3,0,0,0
"4707",0,0,0,0,0,0,0,0,0,0,0,10,14,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4709",0,0,0,0,0,0,0,0,0,0,30,3,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,28,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0
"4711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,13,7,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"4712",0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,5,3,12,20,4,13,18,16
"4713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,5,12,25,12,0,0,0,0,0,0,0,0,0,0,0,0
"4714",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,21,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,14,9,3,15,0,0,0,0,0,0
"4718",0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,35,17,7,4,0,0,0,7,0,0,8,3,0,0,0,0,0,0
"4720",0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,19,10,10,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0
"4721",0,0,0,0,0,0,32,10,0,18,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"4722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,3,0,6,0,0,5,0,0,0,0,3,0,0,0,5
"4723",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,10,4,8,8,9,3,7,9,7
"4724",0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,7,5,0,0,15,5,0,0,0,0,0,0,0,0,0,0,5,0
"4726",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,6,0,3,20,14,0,0,0,0,0,0,0,0,0,0,0,0
"4727",0,0,0,0,0,0,0,4,0,0,0,0,25,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4728",5,9,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,5,9,13,11
"4729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,45,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"4730",0,0,0,0,0,0,0,0,0,0,0,0,26,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4731",0,0,0,0,0,0,0,0,0,0,0,0,24,5,9,3,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,37,21,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"4738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,7,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0
"4739",0,0,0,0,0,0,0,0,0,0,0,0,43,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4740",0,0,0,0,0,0,20,3,0,11,12,4,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"4742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"4744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,22,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"4745",0,0,0,0,0,0,5,4,8,0,7,23,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0
"4746",5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,12,0,25,10,21
"4747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,30,12,0,0,0,0,0,0,0,0,0,0,0,0
"4748",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,29,32,0,0,0,0,0,0,0,0,0,0,0,0
"4749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,5,5,0,6,0,0,0,0,0,0,0,0,0,0,0,3
"4750",0,0,0,0,0,0,0,0,0,0,0,0,7,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4751",0,0,0,0,0,0,0,0,0,0,0,0,17,47,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"4752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,5,13,0,5,0,8,0,0,19,0,24
"4754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,6,8,4
"4755",0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4756",0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4758",0,0,0,0,0,0,0,0,0,0,0,0,18,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4759",0,0,0,0,0,0,0,0,0,0,0,0,22,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4760",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,20,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4762",0,0,0,0,0,0,0,0,0,0,0,0,31,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4763",0,0,0,0,0,0,14,6,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,38,0,30,7,24
"4765",0,0,0,0,0,0,0,0,5,0,0,0,13,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,9,9,29,3,0,0,0,0,0,0,0,0,0,0,0,0
"4767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,15,6,8,0,0,0,0,0,0
"4769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4771",0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,25,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"4772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,8,5,26,10,0,0,0,0,0,0,0,0,0,0,0,0
"4773",25,9,13,0,46,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4774",0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,23,12,13,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"4776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,11,10,5,6
"4777",0,0,0,0,0,0,0,0,7,0,0,13,26,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,14,0,0,0,0,0,0,0,0,0,0,0,0
"4779",0,0,0,0,0,0,0,0,0,0,0,0,20,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4780",4,6,5,4,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4781",0,0,0,0,0,0,0,14,0,0,0,5,12,9,8,11,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"4783",0,0,0,0,0,0,0,4,0,0,0,0,3,4,3,17,19,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"4785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,4,8,12,8,0,0,0,0,0,0,0,0,0,0,0,4
"4786",0,0,0,0,0,0,0,0,0,0,0,0,46,266,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4787",0,0,0,0,0,0,0,0,0,0,0,0,37,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,0,0,0,9,7,0,4,11,8,5,0,0,0,4,3
"4790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46,18,0,0,0,0,0,0,0,0,0,0,0,0
"4791",0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,7,7,3,3,11,0,0,0,0,0,0,0,0,5,0,0,0,0
"4792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,10,61,4,0,0,0,0,0,0,3,0,0,4,0,0
"4793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4794",0,0,0,0,0,0,8,4,5,0,3,3,21,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4795",9,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,4,10,8,13,11,19,12,5,0,0,0,0
"4796",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,24,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4797",3,15,4,11,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"4798",0,0,0,0,0,0,0,0,0,0,0,0,59,0,5,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4803",31,0,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4805",0,0,0,0,0,0,0,0,0,0,0,0,41,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4806",0,0,0,0,0,0,0,0,0,0,0,0,25,11,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,7,16
"4809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,21,17,0,0,0,0,3,0,3,3,3,0,0,0,0,0,0
"4811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,25,16,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0
"4812",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,68,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"4814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4816",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,30,16,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"4817",0,0,0,0,0,0,0,0,0,0,0,0,7,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4819",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,13,15,9
"4822",19,3,8,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,5,0,0
"4823",0,0,0,0,0,0,0,0,0,0,0,0,20,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4826",3,0,0,0,0,0,0,6,4,3,10,8,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4827",0,0,0,0,0,0,0,0,0,0,0,0,27,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4831",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,21,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,53,16,0,0,0,0,0,0,0,0,0,0,0,0
"4833",6,9,0,4,4,7,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
"4834",7,7,5,19,6,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0
"4835",0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,13,13,7,3,21,7,0,0,0,0,0,0,0,6,0,0,0,0
"4837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4838",14,9,14,9,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4839",12,7,17,6,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4841",0,0,0,0,0,0,0,0,0,0,0,0,33,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4842",3,6,0,6,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,0,9,0,0
"4843",0,0,0,0,0,0,0,0,0,0,0,0,18,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,5,0
"4844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4845",0,0,0,0,0,0,0,0,0,0,0,0,10,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"4846",0,0,0,3,0,0,4,3,0,0,0,0,0,6,21,4,0,3,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0
"4847",5,5,0,15,5,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,25,5,0,0,9,0
"4851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,8,4,8,9
"4852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,15,10,6,3,11,10,0,6,0,0,3,6
"4854",0,0,0,0,0,0,0,0,0,6,0,0,94,0,17,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"4855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4856",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,10,4,4,16,7,0,0,0,0,0,0,0,0,0,0,0,0
"4857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,37,7,0,0,0,0,0,0,0,0,0,0,0,0
"4859",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,24,21,5,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0
"4860",18,13,16,19,26,20,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,3,0,13,0,8,7,4
"4861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4862",0,0,0,0,0,0,0,0,5,6,3,13,12,9,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,5,7,0
"4866",0,0,0,0,0,0,0,0,0,0,0,0,14,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4867",0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,25,10,21,0,7,0,3,0,0,4,6,4,0,0,0,0,0,0
"4868",0,0,0,0,0,0,0,0,0,0,0,0,51,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4870",0,0,0,0,0,0,0,0,0,0,0,0,17,6,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4874",0,0,0,0,0,0,0,0,0,0,0,0,19,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4881",0,0,0,0,0,0,0,0,0,0,0,0,38,40,39,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"4882",0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,6,17,8,5,0,4,0,0,0,0,0,0
