"","L.HH1.L","L.HH1.N","L.HH2.L","L.HH2.N","L.HH3.L","L.HH3.N","L.PQ1.L","L.PQ1.N","L.PQ2.L","L.PQ2.N","L.PQ3.L","L.PQ3.N","L.S.01","L.S.02","L.S.03","L.S.04","L.S.05","L.S.06","L.S.07","L.S.08","L.S.09","L.TB1.L","L.TB1.N","L.TB2.L","L.TB2.N","L.TB3.L","L.TB3.N","L.TQ1.L","L.TQ1.N","L.TQ2.L","L.TQ2.N","L.TQ3.L","L.TQ3.N"
"999",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,720,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,198,95,0,4,0,0,5,3,0,3,3,0,0,0,0,0,0
"1001",0,0,0,0,0,0,0,0,0,0,0,19,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1003",82,84,40,95,51,116,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,56,50,35,37,52,0,0,0,0,0,0
"1006",0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,49,56,17,143,290,34,0,0,0,0,0,0,0,0,0,0,0,0
"1009",113,7,25,15,40,11,7,0,0,0,0,0,8,0,0,7,3,5,0,5,0,0,0,0,0,3,0,87,87,28,109,185,46
"1010",4,6,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,178,130,56,189,47,0,7,0,0,0,3,0,0,0,0,0,0
"1013",0,0,0,0,0,0,0,0,0,0,0,0,0,434,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1014",0,0,0,0,0,0,0,0,0,0,0,0,302,215,218,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0
"1015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,364,954,0,0,0,0,0,0,0,0,0,0,0,0
"1017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,28,34,29,26,165,217,40,182,152,185
"1020",0,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"1021",0,0,0,0,0,0,20,21,10,19,46,35,253,171,241,32,19,19,6,8,5,8,0,0,3,0,0,3,4,4,8,0,4
"1022",20,18,7,23,15,24,20,23,8,25,12,10,0,0,0,0,0,0,0,0,0,21,29,30,24,16,30,46,58,15,48,54,46
"1023",0,0,0,0,0,0,0,5,0,5,0,9,0,0,0,0,0,0,0,0,0,160,208,189,150,139,213,12,24,3,29,29,18
"1024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,13,9,98,281,184,0,0,0,0,0,0,0,0,0,3,0,0
"1025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,109,118,88,68,120,32,33,7,21,19,14
"1027",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,369,268,161,4,6,0,0,5,3,0,0,0,0,0,0,0,0,0
"1028",0,0,0,0,0,0,130,62,93,68,173,155,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1029",0,0,0,0,0,0,10,0,0,0,0,0,601,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1031",3,0,3,0,3,0,3,0,6,3,0,0,0,290,307,32,20,37,13,23,13,0,5,6,0,4,3,13,8,3,0,9,19
"1032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,7,6,5,6,0,0,0,0,0,0
"1035",0,0,0,0,0,0,6,0,0,0,0,0,12,7,23,264,170,167,18,26,20,9,4,3,0,3,0,9,0,0,0,0,0
"1036",4,0,0,0,0,0,3,0,0,9,5,12,178,225,172,16,13,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"1038",0,0,0,0,0,0,126,74,101,87,139,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1040",25,30,9,19,13,22,0,5,0,0,7,5,0,0,0,0,0,0,0,0,0,22,29,35,31,27,27,46,91,16,65,62,66
"1042",76,72,57,85,60,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,17,14,17,26,27,28,3,29,19,29
"1043",0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1044",0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,52,65,554,0,0,0,12,6,3,0,10,15,0,0,0,0,0,0
"1045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4
"1046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,128,115,96,109,107,0,0,0,0,0,0
"1048",0,0,0,0,0,0,66,114,78,84,264,270,75,78,78,44,10,15,0,0,0,9,4,0,12,11,8,0,0,0,4,0,0
"1049",0,0,0,0,0,0,0,0,0,0,0,0,164,257,262,5,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"1050",0,0,0,0,0,0,160,103,73,95,76,87,0,0,0,0,0,0,0,0,0,9,11,11,14,12,18,0,0,0,0,0,0
"1051",107,78,43,74,34,58,0,4,16,3,0,3,0,0,0,0,0,0,0,0,0,121,133,102,84,117,133,279,306,59,264,277,288
"1052",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,415,0,377,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"1053",0,0,0,0,0,0,0,0,0,0,0,0,269,216,158,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"1054",0,0,0,0,0,0,11,0,0,0,0,0,229,246,292,130,93,32,5,9,12,0,0,0,0,0,0,0,0,0,0,0,0
"1055",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,71,13,0,50,320,856,0,0,0,0,0,0,0,0,0,0,0,0
"1056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,834,816,0,0,0,0,0,0,0,0,0,0,0,0
"1057",0,0,0,0,0,0,0,0,3,0,12,0,202,238,181,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1059",0,0,0,0,0,0,68,55,70,68,53,46,0,0,0,0,0,0,0,0,0,22,21,26,20,34,26,17,48,5,36,21,41
"1060",0,0,0,0,0,0,0,0,0,0,0,0,20,34,22,53,46,29,104,418,126,0,0,0,0,0,0,0,0,0,0,0,0
"1064",4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,5,5,7,0,3,0,4,5,8
"1066",0,0,0,0,0,0,0,0,0,0,0,0,172,215,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1067",0,0,0,0,0,0,0,0,0,0,0,0,244,176,103,36,20,20,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"1069",0,0,0,0,0,0,0,0,0,0,0,7,437,43,112,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"1070",0,0,0,0,0,0,50,59,98,162,78,70,83,17,16,0,0,0,0,0,0,0,0,0,0,0,0,13,5,6,0,0,5
"1071",0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,121,467,102,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0
"1072",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,266,201,59,8,30,0,0,0,0,0,0,0,11,0,0,0,0,0
"1074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,610,73,30,20,0,0,0,0,0,0,0,4,0,0,0,0
"1075",0,0,0,0,0,0,0,0,0,0,0,0,14,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0
"1078",0,0,0,0,0,0,0,0,0,0,0,0,165,32,42,38,17,12,59,184,92,0,0,0,0,0,0,0,0,0,4,0,0
"1079",136,84,99,126,80,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1081",0,0,0,0,0,0,0,0,0,0,0,0,64,78,72,117,116,44,98,169,103,0,0,0,3,0,3,0,0,0,0,0,0
"1083",207,87,155,76,148,143,0,0,0,0,10,0,0,0,0,37,14,4,7,0,0,12,10,6,0,5,0,0,3,0,0,0,0
"1084",125,103,51,99,74,107,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,16,17,9,5,29,45,5,40,33,25
"1085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,304,548,0,0,22,0
"1086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"1087",0,0,3,0,0,0,0,0,0,0,8,4,89,71,49,226,157,96,16,29,7,3,0,7,4,4,0,3,13,5,4,12,5
"1088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,136,102,98,74,111,0,0,0,0,0,3
"1089",6,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,15,16,22,20,68,91,24,76,62,76
"1091",27,11,17,17,13,16,11,9,0,7,0,0,0,0,0,0,0,0,0,0,0,51,47,49,45,48,54,34,45,3,28,35,28
"1092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0
"1095",76,72,44,69,57,88,72,88,36,77,47,26,0,0,0,0,0,0,0,0,0,38,35,30,29,32,38,132,133,36,111,96,108
"1096",0,0,0,0,0,0,0,0,12,0,0,5,21,8,27,0,11,5,0,4,0,3,0,3,0,0,0,9,0,0,0,0,0
"1097",75,53,69,26,35,38,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,12,8,6,23,3,67,65,34,53,72,64
"1098",0,0,0,0,0,0,0,0,0,0,0,0,33,95,146,48,41,8,70,266,106,0,0,0,0,0,0,0,0,0,0,7,0
"1100",0,0,0,0,0,0,0,0,0,0,0,0,47,232,321,14,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,114,103,100,67,129,0,3,0,0,0,0
"1103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,105,111,85,76,116,0,0,0,3,0,3
"1104",60,21,34,27,29,45,3,12,17,23,10,6,57,9,7,0,0,0,0,0,0,25,27,38,26,41,32,8,30,4,48,24,40
"1105",0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888,0,0,0,0
"1106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,19,11,18,8,20,92,21,78,120,69
"1107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,6,218,0,0,0,44,47,66,52,44,28,10,16,3,15,3,5
"1108",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,479,71,0,0,0,0,0,0,4,11,0,4,4,4
"1109",0,0,0,0,0,0,0,0,0,0,0,0,459,6,0,0,0,0,35,43,37,0,0,0,0,0,0,0,0,0,0,0,0
"1110",0,0,0,0,0,0,0,0,0,0,0,0,19,11,12,222,129,57,38,61,29,0,0,0,0,0,0,0,0,0,0,0,0
"1111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,181,114,10,29,23,8,0,0,0,5,0,0,0,0,0,0,0
"1112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,37,5,26,24,25,24,23,15,0,16,5,9,9,5
"1113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,82,103,74,139,89,0,0,0,0,0,0
"1114",0,0,0,0,0,0,0,0,0,0,0,0,157,216,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1116",217,37,112,70,110,98,0,0,0,0,0,0,9,0,0,0,12,3,6,17,3,0,0,0,0,0,0,111,91,55,107,152,98
"1118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,99,110,94,80,103,4,0,0,0,0,5
"1119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1120",43,24,12,36,25,39,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,18,27,18,34,18,27,51,68,17,77,56,46
"1121",0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,87,79,42,61,234,43,0,0,0,0,0,0,0,0,0,0,0,0
"1122",0,0,0,0,0,0,5,0,0,3,0,0,177,175,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1123",0,0,0,0,0,0,0,0,0,0,0,0,167,144,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1124",33,38,19,28,17,42,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,12,29,14,19,12,19,61,108,18,74,84,61
"1126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,588,5,0,0,0,0,0,0
"1128",149,138,93,74,65,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,123,109,85,108,126,3,3,3,7,4,4
"1131",4,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1132",0,0,0,0,0,0,0,0,0,0,0,0,478,307,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,125,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134",0,0,0,0,0,0,0,0,0,20,0,0,260,117,65,41,60,13,4,11,3,0,0,0,0,0,0,0,7,0,0,0,0
"1135",0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,146,16,165,117,163
"1136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,290,594,0,0,0,0,0,0,0,0,0,0,0,0
"1137",0,0,0,0,0,0,0,0,16,4,0,0,260,21,53,102,20,21,0,0,0,11,3,3,3,25,0,15,0,0,0,0,7
"1138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,142,130,0,0,0,3,6,5,4,7,0,0,0,0,0,0,0
"1139",125,68,141,61,71,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,198,131,147,139,191,8,20,0,9,5,15
"1143",0,0,0,0,0,0,0,0,0,0,0,0,29,73,48,129,51,17,42,124,24,4,0,0,4,0,0,0,4,4,0,0,0
"1144",0,0,0,0,0,0,0,0,0,0,0,0,149,167,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,5,12,8,14,0,0,0,0,0,0
"1146",0,0,0,0,0,0,6,20,41,12,31,16,188,142,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1149",0,0,0,0,0,0,139,95,130,156,60,25,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,4,0,7,267,275,5,3,0,0,0,0,0,0
"1152",0,0,0,0,0,0,13,0,17,12,32,23,58,25,35,20,7,5,0,0,0,53,20,12,10,7,19,11,0,0,9,0,14
"1153",0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,261,197,112,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"1154",160,82,44,95,74,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1156",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1157",0,0,0,0,0,0,0,0,0,0,0,0,6,19,29,146,136,49,41,97,42,0,3,0,0,0,0,0,0,0,0,0,0
"1158",5,7,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"1159",127,92,80,82,75,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,4,0,16
"1160",0,0,0,0,0,0,132,116,38,155,86,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1161",34,14,59,16,25,51,180,3,13,119,90,78,37,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,11,0,0,0,440,103,142,0,0,0
"1163",20,22,7,12,11,18,0,11,0,4,3,5,0,0,0,0,0,0,0,0,0,9,9,10,3,13,8,75,74,22,90,71,62
"1167",0,0,0,0,0,0,0,0,0,0,0,0,53,28,38,103,98,42,35,60,50,0,0,0,3,0,0,0,4,0,0,0,3
"1168",230,160,152,123,140,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0
"1169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,300,90,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"1170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,356,168,0,0,0,0,0,0,0,0,0,0,0,0
"1171",0,0,0,0,0,0,0,0,0,0,0,0,7,687,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1172",0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,19,10
"1173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,468,1724,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0
"1174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,62,11,67,271,54,0,0,0,0,0,0,4,0,0,0,0,0
"1176",0,0,0,0,0,0,0,0,0,5,0,0,161,168,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1177",57,29,23,42,25,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,61,45,34,28,66,95,117,13,73,66,79
"1178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,204,93,61,180,81,0,0,0,0,0,0,8,0,0,3,0,0
"1180",0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,184,91,66,43,91,61,0,0,0,0,0,0,0,0,0,0,0,0
"1184",3,8,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,109,100,18,117,89,86
"1186",0,0,0,0,0,0,29,29,25,16,224,16,0,0,0,0,0,5,0,6,4,0,0,0,5,5,0,44,23,4,21,99,18
"1187",0,0,0,0,0,0,0,0,0,0,0,0,48,1170,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1188",24,21,24,12,20,22,3,10,5,0,6,3,0,0,0,0,0,0,0,0,0,64,61,56,47,53,64,86,93,28,105,73,93
"1189",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,98,41,417,0,0,0,12,3,15,10,9,11,0,0,0,0,0,0
"1190",0,0,0,0,0,0,0,0,0,0,0,0,4,10,6,189,139,110,15,51,23,0,0,0,0,4,0,0,0,0,0,0,0
"1191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,81,421,0,0,0,23,19,16,12,46,57,0,0,0,0,0,0
"1192",17,31,14,31,29,31,0,13,0,3,10,0,0,0,0,0,0,0,0,0,0,27,27,37,16,14,24,42,52,10,58,48,46
"1193",0,0,0,0,0,0,0,0,0,0,0,0,40,52,35,281,240,143,30,63,22,0,0,0,0,0,4,0,0,0,0,0,0
"1194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,91,842,599,0,0,0,0,0,0,0,0,0,0,0,0
"1195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,41,68,0,6,0,6,3,0,7,4,4,5,3,0,3,6,0
"1196",21,23,16,18,30,25,9,17,0,19,0,11,0,0,0,0,0,0,0,0,0,12,9,26,13,19,12,62,82,23,95,84,54
"1197",0,0,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,3,0,0,0,0
"1199",8,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,100,67,69,72,64,0,3,0,0,0,0
"1200",37,26,11,25,12,20,17,5,7,0,14,0,0,0,0,0,0,0,0,0,0,10,8,11,8,8,14,62,61,14,67,51,47
"1201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8
"1202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0
"1204",0,3,0,0,0,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1206",0,0,0,0,0,0,29,30,46,18,0,109,110,27,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,7,0,0,0,0,0,0,0,0,0,0,0,0
"1209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,616,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,534,297,0,0,0,0,0,0,0,3,0,0,0,0
"1212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,43,983,97,0,0,0,0,0,0,0,0,0,0,0,0
"1216",0,0,0,0,0,0,47,123,64,198,78,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1217",0,0,0,0,0,0,0,0,0,0,0,0,156,149,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1218",0,0,0,0,0,0,0,0,0,0,0,0,126,146,233,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1219",0,0,0,0,0,0,0,0,0,0,0,0,154,150,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1220",37,12,15,14,484,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,6,0,13,0,17
"1221",0,0,0,0,0,0,5,0,0,0,0,0,241,140,101,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1222",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,97,90,46,68,137,68,0,0,3,0,0,0,0,0,0,0,0,0
"1223",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,4,6,87,28,35,19,63,19,6,40,5,22,16,11
"1224",0,0,0,0,0,0,30,5,18,9,25,22,187,49,99,21,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"1225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,52,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1227",0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,208,264,54,27,69,28,0,0,0,0,7,0,0,0,0,0,0,0
"1228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,92,108,24,175,57,100
"1230",0,0,0,0,0,0,12,30,38,46,79,56,86,107,36,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1231",0,0,0,0,0,0,10,0,0,0,0,0,157,128,185,10,22,14,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0
"1232",0,0,0,0,0,0,0,0,0,0,0,0,160,184,177,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,422,78,0,0,0,0,0,0,0,0,0,0,0,0
"1234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,207,7,47,249,186,0,0,0,0,0,0,0,0,0,0,0,0
"1235",205,95,141,128,132,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"1236",0,0,0,0,0,0,0,0,0,0,0,0,144,88,70,132,159,48,23,77,28,0,0,0,0,0,0,0,0,0,0,0,0
"1237",0,0,0,0,0,0,0,0,0,0,0,0,79,107,133,93,66,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1238",139,107,68,93,73,109,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,4,0,0,32,48,4,44,37,40
"1239",27,22,7,17,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,18,25,11,30,33,60,8,67,61,40
"1240",0,0,0,0,0,0,0,0,0,3,0,0,277,135,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1241",0,0,0,0,0,0,0,0,0,0,0,0,58,23,19,141,38,205,0,5,0,4,0,4,3,8,6,0,0,0,0,0,0
"1242",0,0,0,0,0,0,0,0,0,0,0,0,129,122,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1243",24,13,21,19,3,19,5,5,0,5,7,0,0,0,0,0,0,0,0,0,0,50,59,49,52,46,72,0,21,8,13,10,8
"1244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,22,258,0,0,0,20,16,12,10,41,38,0,0,0,0,0,0
"1245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,15,9,0,0,0,192,50,103,27,108,15,0,0,0,0,0,0
"1247",0,0,0,0,0,0,115,61,100,60,74,27,18,14,40,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1248",3,0,0,0,0,0,0,6,5,5,3,0,0,0,0,0,0,0,0,0,0,34,56,38,42,37,49,39,46,20,42,27,41
"1249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,199,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1250",0,0,4,0,5,8,64,102,20,117,62,82,0,0,0,0,0,0,0,0,0,0,5,4,4,5,8,11,11,3,8,4,6
"1251",0,0,0,0,0,0,0,0,0,0,0,0,32,9,9,62,27,9,61,153,45,0,0,0,0,0,0,0,11,0,0,0,5
"1252",0,0,0,0,0,0,23,0,0,0,0,0,245,206,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1253",154,37,41,46,53,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9,4,7,0,8
"1254",101,62,75,49,73,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,0,17,12,10
"1255",0,0,0,4,0,0,4,4,0,0,15,3,52,75,77,54,54,23,21,68,14,0,0,0,0,4,0,0,12,0,6,0,0
