"","Z.HH1.L","Z.HH1.N","Z.HH2.L","Z.HH2.N","Z.HH3.L","Z.HH3.N","Z.PQ1.L","Z.PQ1.N","Z.PQ2.L","Z.PQ2.N","Z.PQ3.L","Z.PQ3.N","Z.S.01","Z.S.02","Z.S.03","Z.S.04","Z.S.05","Z.S.06","Z.S.07","Z.S.08","Z.S.09","Z.TB1.L","Z.TB1.N","Z.TB2.L","Z.TB2.N","Z.TB3.L","Z.TB3.N","Z.TQ1.L","Z.TQ1.N","Z.TQ2.L","Z.TQ2.N","Z.TQ3.L","Z.TQ3.N"
"925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,47,3,0,0,0,48,40,25,31,15,22,0,0,0,0,0,0
"927",0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,4,3,0,23,0,0,0,0,0,0
"929",0,0,0,0,0,0,0,0,0,0,0,0,0,47,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"930",0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,33,61,72,65,21,21,0,6,0,6,0,3
"931",7,0,4,0,208,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"933",61,4,10,17,24,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,5,0
"934",0,0,0,0,0,0,0,0,0,0,0,0,158,68,98,8,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"935",0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"937",0,0,0,0,0,0,0,0,0,0,0,0,0,104,239,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"939",7,0,0,4,7,18,0,0,0,0,0,0,14,0,3,0,0,0,20,16,17,0,0,0,0,0,0,10,30,30,16,16,31
"942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,188,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"943",0,3,4,4,0,7,0,6,0,0,0,0,0,0,45,0,11,0,11,14,0,0,0,0,0,0,4,11,26,11,98,12,28
"944",0,0,0,0,0,0,0,0,0,0,0,0,15,11,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"945",0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,83,153,46,0,0,0,4,7,3,0,0,4,0,0,0,0,0,0
"946",0,0,0,0,0,0,149,0,58,3,6,36,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,31,0,0
"947",0,0,0,0,0,0,0,0,0,42,83,233,0,0,5,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,7,0,7
"948",0,0,0,0,0,0,0,0,0,0,0,0,29,667,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"949",0,0,0,0,0,0,6,0,5,115,0,0,39,18,70,12,24,16,0,0,0,0,3,6,6,0,3,0,0,0,0,0,0
"950",0,0,0,0,0,0,28,63,12,12,33,107,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"951",0,0,0,0,0,0,0,5,3,0,0,5,0,0,0,6,0,0,22,17,21,0,0,0,0,0,0,15,30,26,30,23,43
"953",0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,39,32,12,0,0,0,3,5,0,72,3,5,0,0,0,0,0,0
"954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,31,182,0,0,0,0,0,0,0,0,0,0,0,0
"955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,173,190,60,45,10,81,0,0,0,0,0,0
"956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,3,0,0,0,0,0,0,0
"958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,78,62,0,0,0,0,0,0,0,3,0,0,0,0
"960",0,0,0,0,0,0,0,0,6,0,0,0,46,14,27,13,13,3,29,32,50,0,0,0,0,0,0,4,0,0,0,0,0
"961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,193,0,134,32,0,0,0
"963",9,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"964",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,6,295,7,76,8,117,52,0,0,92,0
"968",7,0,3,5,3,15,0,0,0,34,36,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"969",0,0,0,0,0,0,11,10,7,44,35,23,26,3,3,21,28,0,10,14,17,0,3,0,0,0,0,0,0,0,0,0,0
"970",0,0,0,0,0,0,48,22,35,52,12,44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,6,0,10
"973",7,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,5,0,0,0,0
"974",0,0,0,0,0,0,0,0,4,0,0,0,106,58,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"976",72,4,11,9,67,4,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,0,0,0,0,0,0,0,0,276,0,0,0
"977",0,0,0,0,0,0,0,0,0,0,0,0,243,42,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"979",10,6,0,5,6,25,26,10,19,11,7,7,0,0,0,0,0,0,0,0,0,21,28,21,72,43,52,0,0,0,0,0,7
"980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,51,232,0,0,0,0,0,0,0,0,0,0,0,0
"982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,3,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"985",0,0,0,0,0,0,44,33,51,85,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"988",0,9,7,11,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,90,9,89,0,5
"990",0,0,0,0,0,0,0,0,0,0,0,0,7,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"991",0,0,0,0,0,0,0,0,0,0,0,0,22,10,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"992",0,0,0,0,0,0,0,0,0,0,0,0,0,1400,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"993",0,0,0,0,0,0,0,0,0,0,0,0,4,450,4,12,14,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"994",0,0,0,0,0,0,0,0,0,4,0,0,191,50,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"997",106,13,16,9,98,9,0,0,0,0,0,0,0,0,0,0,0,0,14,8,9,0,0,0,0,0,0,0,0,7,3,0,0
"998",0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,24,62,34,71,22,34,0,0,0,0,0,0
"999",0,0,0,0,0,0,0,0,0,4,0,0,163,66,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,137,77,0,0,0,0,0,0,0,0,0,0,0,0
"1002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21,24,0,0,0,0,0,0,9,23,12,72,0,21
"1003",0,0,0,0,0,0,15,0,5,18,3,119,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,36,0,8
"1004",28,11,61,35,80,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,55,0,0,0,7,34,7,35,9,5
"1010",0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,102,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,54,43,46,24,55
"1016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1019",5,15,14,13,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,100,21,87,0,3
"1021",0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,53,0,22,135,0,0,0,0,0,0,0,0,0,0,0,0,0
"1025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,105,54,0,0,0,0,0,0,0,0,0,0,0,0
"1027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,177,0,0,0,0,0,0,0,0
"1028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,35,237,0,0,0,0,0,0,0,0,0,0,0,0
"1029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0
"1031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,91,8,111,0,11
"1032",3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,86,0,64,15,0,0,0
"1033",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,26,103,127,147,65,42,0,0,0,0,0,0
"1034",3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,6,0,0,0,0,0,0,0,0
"1035",0,0,0,0,0,0,0,0,0,0,0,0,23,20,18,53,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1036",0,0,0,0,0,0,0,0,0,0,0,0,185,10,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,112,0,19,0,0
"1040",4,3,5,3,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3
"1041",0,0,0,0,0,0,8,0,4,10,0,0,64,105,33,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"1042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,299,0,73,0,27,32,0,0,16,0
"1044",0,0,0,0,0,0,0,0,0,0,0,0,172,22,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1045",0,54,30,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,28
"1046",0,0,0,0,0,0,42,35,16,28,47,79,14,7,9,8,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1048",0,0,0,0,0,0,0,0,0,0,0,0,0,32,192,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"1049",57,8,83,82,105,93,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,53,0,0,0,7,98,13,68,18,33
"1050",0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1052",0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1053",0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,10,337,214,95,41,26,126,0,0,0,0,0,0
"1056",0,0,0,0,0,0,0,4,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1057",63,10,86,87,69,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,14,0,11,0,3
"1058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,150,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1060",9,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1064",0,0,0,0,0,0,0,0,0,0,0,0,69,65,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1066",3,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,69,16,29,25,75
"1068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,23,65,0,0,0,0,0,0,0,0,0,0,0,0
"1071",0,4,5,7,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,8,27,0,86,14,66,0,5
"1073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,43,308,0,0,0,0,0,0,0,0,0,0,0,0
"1074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,86,21,41,48,44
"1075",0,0,0,0,0,0,0,4,6,4,0,8,34,5,11,0,0,0,29,27,19,0,0,0,0,0,0,8,6,7,6,8,7
"1077",0,0,0,0,0,0,0,0,0,0,0,0,95,55,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1082",0,0,0,0,0,0,0,0,0,0,0,0,277,37,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1083",0,0,0,0,0,0,0,0,0,0,0,0,225,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1084",0,0,0,0,0,0,0,0,0,0,0,0,85,6,34,51,88,11,8,13,8,0,3,0,0,0,0,0,0,0,0,3,0
"1085",0,0,0,0,0,0,6,0,0,0,0,0,217,22,4,0,0,0,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0
"1087",0,0,0,0,0,0,7,0,0,0,6,5,43,34,62,44,77,14,11,12,3,0,0,0,0,0,0,0,0,0,0,0,0
"1088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,82,15,67,28,57,9,67,5,53,0,11
"1089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,101,12,93,25,28,0,0,0,0,0,0
"1091",0,0,0,0,0,0,0,6,6,11,0,0,176,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0
"1095",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,139,3,155,26,0,0,0
"1096",0,0,0,0,0,0,0,0,0,0,0,0,203,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1098",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,167,0,0,0,0,0,0,0,0,0,0,0,0
"1099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,67,13,46,19,27,0,0,0,0,0,0
"1101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,75,148,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,109,16,33,0,27,0,0,0,0,0,0
"1104",0,0,0,24,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,6,161,0,4,5,5
"1105",0,0,0,0,0,0,0,0,0,5,0,0,187,68,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,39,23,44,22,58
"1107",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31,28,80,27,17,0,5,0,0,0,0
"1108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,23,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1110",0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"1111",0,0,0,0,0,0,0,0,0,0,0,0,168,27,59,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"1113",0,0,0,0,0,0,0,0,0,0,0,0,47,88,72,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1115",0,0,0,0,0,0,0,0,0,0,0,0,19,0,17,238,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1116",0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1117",0,0,0,0,0,0,0,0,0,0,0,0,100,33,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,130,29,0,0,0,0,0,0,0,0,0,0,0,0
"1120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,83,94,0,0,0,0,0,0,0,0,0,0,0,0
"1121",0,0,0,0,0,0,0,30,13,24,54,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"1124",0,0,0,0,0,0,0,0,0,0,0,0,29,149,187,74,153,34,7,16,0,0,0,0,0,0,5,0,0,0,0,0,0
"1125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,20,35,10,26,3,12,11,0,0,0,0
"1127",33,4,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,120,113,67,43,22,0,0,0,0,0,0
"1128",0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1129",0,0,0,0,0,0,0,0,0,0,0,0,3,554,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1131",0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,127,0,218,0,0,0,0,0,0,0,0,0,0,0,0
"1134",0,0,0,0,0,0,0,0,0,0,0,0,175,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,122,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1136",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,14,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"1137",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,26,44,9,22,26,43,0,0,0,0,0,0,0,0,0,0,0,0
"1138",0,0,0,0,0,0,0,0,0,0,0,0,33,31,122,0,0,0,3,0,92,0,0,0,0,0,0,0,0,0,0,0,0
"1140",0,0,0,0,0,0,0,0,0,0,0,0,135,18,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1141",0,0,0,0,0,0,0,0,0,0,0,0,71,31,111,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1143",0,0,0,0,0,0,0,0,0,0,0,0,159,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1144",0,0,0,0,0,0,0,0,0,0,0,0,0,398,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1146",0,0,0,0,0,0,4,0,0,15,12,28,78,23,51,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1147",0,0,0,0,0,0,3,0,5,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,8,16,9,13
"1148",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3,57,640,0,0,8,22,0,15,5,12
"1149",0,0,0,0,0,0,0,12,3,0,17,37,80,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,496,0,0,0,0,0,0,0,0,0,0,0,0
"1152",0,0,0,0,0,0,59,25,25,90,213,211,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3
"1153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,484,0,0,0,0,0,0,0,0,0,0,0,0
"1154",60,26,22,46,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1156",0,0,0,6,3,17,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"1157",0,0,0,0,0,0,0,0,0,0,0,0,30,0,21,36,123,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1159",0,0,0,0,0,0,152,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,14,5
"1162",0,65,57,0,0,0,0,0,18,0,0,0,35,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1164",0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0
"1165",0,0,0,0,0,0,0,4,0,0,0,0,27,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1166",0,0,0,0,0,0,0,0,0,0,0,0,76,52,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,32,246,0,0,0,0,0,0,0,0,0,0,0,0
"1171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1172",0,0,0,0,0,0,18,19,20,19,19,20,46,6,13,3,4,0,9,5,14,0,0,3,0,0,0,3,0,0,0,4,0
"1173",0,0,0,0,0,0,20,91,15,38,53,55,0,64,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1174",0,0,0,0,0,0,32,95,0,0,12,29,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,0,33,25,36
"1178",39,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"1179",0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,3,321,25,52,5,13,0,0,0,0,0,0,0
"1181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,42,0,266,0,209,0,0,0,0,0,0,0
"1183",0,0,0,0,0,0,0,0,0,0,0,5,82,37,40,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,24,27,9,15,5,28,22,0,0,3,0
"1186",0,0,0,0,0,0,0,0,0,0,0,0,14,33,148,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1189",105,8,16,27,17,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0
"1194",11,0,11,0,243,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1195",127,18,7,17,14,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,8,17,9,8,0,0,0,0,0,0
"1196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,80,0,13,0,4
"1199",0,0,0,0,0,0,0,0,0,0,0,0,0,117,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1201",0,0,0,0,0,0,0,0,0,0,3,0,52,42,120,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1203",0,0,0,0,0,0,0,0,0,0,0,0,185,21,16,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"1206",8,5,4,7,5,26,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,12,29,16,40
"1207",0,0,0,0,0,0,0,0,0,0,0,0,0,47,115,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,64,13,23,17,23,0,12,0,4,0,0
"1211",0,0,0,0,0,0,0,0,0,0,0,0,55,20,63,20,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,18,17,0,5,0,0,0,0,0,0,0
"1215",0,0,0,0,0,0,0,3,0,0,4,5,0,0,0,0,0,0,0,0,0,104,96,74,201,53,51,29,82,9,33,13,37
"1218",0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0
"1220",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,16,22,11,34,16,39
"1223",0,0,0,0,0,0,0,0,0,0,0,0,0,133,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1224",0,0,0,0,0,0,8,3,0,6,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1227",5,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,19,27,0,23,10,3
"1228",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,10,26,10,14,5,41,5,53,0,6
"1230",7,117,0,0,5,0,0,8,0,5,0,0,5,3,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1231",0,0,0,0,0,0,3,10,10,4,130,63,0,0,0,0,0,0,0,0,0,3,0,5,0,7,0,0,0,0,0,0,0
"1234",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,130,3,10
"1235",9,0,7,8,12,26,3,4,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,11,7,19
"1236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0
"1237",0,0,0,0,0,0,0,0,0,0,5,0,47,29,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1238",0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1239",0,0,0,0,0,0,0,0,0,0,0,0,57,9,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
