"","Z.HH1.L","Z.HH1.N","Z.HH2.L","Z.HH2.N","Z.HH3.L","Z.HH3.N","Z.PQ1.L","Z.PQ1.N","Z.PQ2.L","Z.PQ2.N","Z.PQ3.L","Z.PQ3.N","Z.S.01","Z.S.02","Z.S.03","Z.S.04","Z.S.05","Z.S.06","Z.S.07","Z.S.08","Z.S.09","Z.TB1.L","Z.TB1.N","Z.TB2.L","Z.TB2.N","Z.TB3.L","Z.TB3.N","Z.TQ1.L","Z.TQ1.N","Z.TQ2.L","Z.TQ2.N","Z.TQ3.L","Z.TQ3.N"
"Zotu1270",0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,15,13,25,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1273",0,0,0,0,0,0,0,0,0,0,0,0,47,0,6,46,6,15,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1274",0,0,0,0,0,0,13,34,22,17,10,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"Zotu1275",0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,33,81,13,41,13,43,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1277",26,16,11,12,20,58,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1279",0,0,0,0,0,0,0,0,0,0,0,0,126,21,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1280",0,0,0,0,0,0,37,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,3,0,0,8,8,0
"Zotu1281",0,0,0,0,0,4,0,0,4,6,0,0,0,0,0,11,31,4,0,0,0,0,0,0,0,4,0,0,8,0,9,7,10
"Zotu1282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,49,7,49,27,21,0,0,0,0,0,0
"Zotu1283",0,0,0,0,0,0,0,0,0,0,0,0,0,30,60,0,12,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Zotu1284",0,0,0,0,0,0,0,0,0,6,0,0,26,131,38,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Zotu1285",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,20,0,9,3,7,7,10,3,6,5,9,9,17,0,0,4,0
"Zotu1286",0,0,0,0,0,0,3,4,11,9,11,32,23,15,49,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,3,6,37,14,31,15,43
"Zotu1288",0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,36,44,37,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,3,0,4,0
"Zotu1292",0,0,3,0,0,6,0,0,0,0,0,0,75,27,45,5,12,0,9,12,15,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1293",0,0,0,0,0,0,0,0,0,0,0,0,5,8,19,23,55,16,5,45,10,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1294",0,0,0,0,0,0,5,3,9,8,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1295",0,0,0,0,0,5,0,0,0,0,0,0,28,30,4,19,13,9,0,0,0,4,6,5,11,7,0,0,0,0,0,0,0
"Zotu1296",0,0,0,0,0,0,0,0,0,0,0,0,24,5,12,3,6,0,14,19,9,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1297",0,0,0,0,0,0,0,4,5,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu13",0,0,0,0,0,0,0,0,0,0,0,0,958,52682,42658,0,153,0,3,136,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1302",40,5,8,9,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1306",23,14,6,16,19,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,6
"Zotu1307",0,0,3,0,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,38,20,7,0,0,0,0,0,0
"Zotu1308",0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,24,32,0,0,0,0,0,0,0,3,0,0,0,0
"Zotu131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,1872,65,467,2208,6115,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1313",0,0,0,0,4,6,7,24,13,5,33,43,22,12,15,0,6,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,9
"Zotu1317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,14,158,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1318",0,0,0,0,0,0,0,0,0,0,0,0,123,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1319",0,0,0,0,0,0,0,0,10,0,0,0,8,6,8,0,0,0,41,38,55,0,0,0,0,0,0,0,6,0,0,0,0
"Zotu132",0,0,0,0,0,0,1254,1129,1362,2212,1040,1277,20,0,10,0,0,0,0,0,0,0,0,0,6,6,4,0,17,0,10,8,14
"Zotu1320",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,76,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1323",0,0,0,0,4,5,0,0,0,0,13,17,3,3,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0
"Zotu1324",0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,0,0,0,22,29,48,0,0,0,0,0,0,4,13,5,20,13,26
"Zotu1325",0,0,0,3,0,0,8,18,14,19,6,54,10,0,0,4,5,0,5,4,3,4,3,3,0,0,0,0,0,0,0,0,0
"Zotu1327",45,3,0,0,27,0,0,0,0,0,0,0,5,16,8,0,0,0,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1332",22,5,6,0,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,45,28,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1334",0,0,0,0,0,0,0,0,0,0,0,78,13,0,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1335",0,0,0,0,0,0,0,11,0,80,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,24,19,62,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1338",0,0,0,0,0,0,0,0,0,0,0,0,45,34,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1339",0,0,0,0,0,0,0,0,68,0,7,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"Zotu1341",0,0,0,0,0,0,0,0,0,0,0,0,43,18,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0
"Zotu1342",0,0,0,0,0,3,114,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
"Zotu1343",0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,35,47,9,0,0,6,14,0,0,0,0,9,0,0,0,0,0,0
"Zotu1346",5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,5,25,12,17,3,10,0,7,0,6
"Zotu1347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu135",0,0,0,0,0,0,0,0,4,26,0,5,4835,1859,454,827,5008,270,135,54,27,10,26,4,19,14,13,0,0,0,0,0,11
"Zotu1355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,59,0,128,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1356",0,0,0,0,0,0,0,0,0,0,5,0,39,15,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1357",0,0,0,0,0,0,0,0,7,0,17,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1358",6,3,26,61,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,408,231,1138,913,5005,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1360",0,0,0,0,0,0,0,0,0,0,0,17,37,24,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1361",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,33,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Zotu1363",0,0,0,0,0,0,0,0,0,0,0,0,84,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1364",5,5,0,8,3,7,16,14,20,34,0,9,14,0,4,0,0,0,8,5,6,13,17,0,9,3,5,7,30,16,27,18,19
"Zotu1366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,75,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1367",3,0,0,0,0,4,22,0,0,12,0,0,16,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1725,4044,809,13,88,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1371",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,40,79,17,26,38,15,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1373",0,0,0,0,0,0,0,0,0,0,0,0,6,18,12,0,5,0,47,29,35,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,58,0,0,0,0,0,6,0,6,0,3,0,0,0,0,0,0
"Zotu1376",0,0,0,0,0,0,0,0,0,0,0,0,66,12,28,0,0,0,16,6,8,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1377",0,0,0,0,0,0,0,0,0,0,0,0,22,25,59,3,4,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1378",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,24,17,0,0,0,0,9,15,0,11,21,21,0,0,0,0,0,0
"Zotu1379",0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,14,21,18,30,29,61
"Zotu138",2916,432,400,665,930,2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,50,8,100,11,46
"Zotu1382",0,0,0,0,0,0,0,0,0,0,6,0,50,27,82,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1387",0,0,0,0,0,0,0,0,0,0,0,0,0,23,79,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1389",93,0,0,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu139",0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,18,3,0,0,0,1153,1452,551,1653,906,899,0,13,0,3,0,0
"Zotu1393",0,0,0,0,0,0,0,0,0,0,0,0,42,6,9,0,0,0,10,4,29,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1394",0,0,0,0,0,0,5,6,0,19,0,9,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,8,0,6,7,21
"Zotu1398",0,0,0,0,0,0,10,0,15,24,15,17,17,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,254,0,15635,7457,22097,0,0,0,0,0,0,463,14699,2293,3884,19397,4520
"Zotu1406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,118,0,0,0,0,0,0,0,0,5,0,0,0,0
"Zotu1407",0,0,0,0,0,0,0,0,0,0,0,0,31,40,10,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,41,43,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1410",0,0,0,0,0,0,0,0,0,0,0,0,70,0,10,65,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1411",0,0,0,0,0,0,0,0,0,0,0,3,5,31,70,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1412",0,0,0,0,0,0,0,12,18,0,8,3,5,3,0,3,3,0,17,33,18,0,0,0,0,0,0,0,6,0,10,0,5
"Zotu1416",0,0,0,0,0,0,0,0,0,3,0,0,95,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1417",0,0,0,0,0,0,0,0,0,0,0,0,101,14,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1420",0,0,0,0,0,0,0,0,0,0,0,0,45,21,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1421",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,74,168,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0
"Zotu1424",0,0,0,0,0,0,0,0,0,0,0,0,91,4,13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1429",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,24,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1430",0,0,0,0,0,0,0,0,0,0,13,7,78,4,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15,0,41,16,32,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1432",0,0,0,0,0,0,0,0,0,0,0,0,23,23,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1434",0,0,0,0,0,0,0,0,0,0,0,0,58,11,15,0,0,0,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1435",0,0,0,0,0,0,0,0,0,4,0,3,5,11,3,0,0,0,21,17,46,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu144",44,11,11,32,34,106,0,0,0,0,0,0,0,0,0,0,0,0,3923,2265,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1443",25,0,4,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,18,7,19,9
"Zotu1446",0,0,0,0,0,0,0,0,0,0,0,0,65,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1449",0,0,0,0,0,0,0,0,24,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0
"Zotu145",0,0,0,0,0,0,664,1717,821,1786,156,38,333,30,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1451",0,0,0,0,0,0,21,0,6,92,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1452",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,11,14,25,33
"Zotu1453",0,0,0,0,0,0,0,0,0,79,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"Zotu1455",0,0,0,0,0,0,0,0,48,5,0,0,18,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1456",0,0,0,0,0,0,0,0,0,0,0,7,46,18,37,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1459",0,0,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,9,5,7,10
"Zotu146",3,0,0,6,4,7,538,569,691,1029,428,531,0,4,0,0,0,0,0,0,0,0,4,3,0,3,4,156,499,189,349,261,601
"Zotu1460",0,0,0,0,0,0,0,11,0,8,0,29,19,15,31,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1461",6,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,11,0,26,26,44,0,0,0,0,0,0,0,0,0,0,3,0
"Zotu1463",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,48,14,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1468",0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,28,74,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu147",0,0,0,0,0,0,7,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,24,28,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1474",0,0,0,0,0,0,0,0,0,0,0,0,65,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1476",0,0,0,0,0,0,0,0,21,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Zotu1478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu148",254,101,80,199,227,367,175,138,156,198,206,230,2858,543,1046,162,162,57,363,206,430,1098,1412,531,1166,737,879,342,556,448,545,505,826
"Zotu1482",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,19,7,9,17,4,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1488",0,0,0,0,0,0,9,20,0,27,0,13,23,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1490",0,0,0,0,0,0,9,5,8,3,18,36,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1491",0,0,0,0,0,0,13,23,5,25,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1496",0,0,0,0,0,0,0,0,86,7,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu15",30,23,6,21,38,63,81383,397,470,522,288,353,3,68,278,70,54,22,187,10,30,33,47,16,65,12,23,32,118,41,90,50,167
"Zotu150",0,0,0,0,7,0,0,762,0,6,2049,1698,0,0,0,0,0,0,0,0,0,6,323,3,4,38,3,0,0,0,135,0,0
"Zotu1502",6,3,5,7,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,3,0,0,3,0,0,0,3
"Zotu1503",0,0,0,0,0,0,0,0,0,0,0,6,16,0,4,0,0,0,3,5,0,0,0,0,0,0,0,0,0,5,3,4,5
"Zotu1505",0,0,0,0,0,0,0,0,0,0,0,0,63,13,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1506",8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,34,5,10,0,11
"Zotu1507",0,0,0,0,0,0,0,0,0,0,0,0,14,16,13,10,18,0,16,19,22,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1508",14,4,3,23,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1512",0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,41,65,11,13,6,21,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1515",0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,14,4,14,0,0,0,3,5,3,14,9,9,0,0,0,0,0,0
"Zotu1516",0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,3,0,0,10,6,5,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1518",0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,5,3,0,0,0,0,0,0,0,0,5,0,0,6,0
"Zotu152",0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1982,978,2940,0,0,0,0,0,0,0,8,0,6,6,6
"Zotu1523",0,0,0,0,0,0,0,0,0,5,0,0,5,15,75,0,4,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0
"Zotu1524",0,0,0,0,0,0,0,0,0,0,0,0,14,60,60,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1525",0,0,0,0,0,0,0,0,0,0,0,0,5,19,55,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1526",0,0,0,0,0,0,0,0,5,7,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1527",0,0,0,0,0,0,0,6,0,4,0,0,27,12,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1530",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,4,6,4,5,0,0,8,23,0,40
"Zotu1535",19,0,6,5,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,0,11,4,0,0,0,0,0,0,0
"Zotu1536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,56,29,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu154",0,0,0,0,0,0,0,0,0,0,0,0,0,13,34,0,81,0,3114,1595,4458,0,0,0,0,0,0,0,3,0,0,0,0
"Zotu1541",0,0,0,0,0,0,0,0,0,0,0,0,20,6,23,0,0,0,16,11,31,0,0,0,0,0,0,0,3,4,0,0,3
"Zotu1542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu155",0,0,0,0,0,0,0,0,0,0,0,0,0,1335,3179,99,0,684,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"Zotu1551",0,0,0,0,0,0,0,0,0,0,0,0,22,5,19,19,21,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,7,39,30,25,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,6,6,5,6,4,14,0,4,0,6
"Zotu1556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0,41,30,33,0,0,3,0,0,0,3,0,5,0,0,3
"Zotu1557",0,0,0,0,0,0,0,0,0,0,0,0,74,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu156",1247,7,493,650,783,206,0,0,321,0,0,0,947,210,302,18,22,6,54,47,34,187,115,183,251,637,49,733,1000,269,185,602,828
"Zotu1563",14,0,5,19,8,35,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,4
"Zotu1567",0,0,0,0,0,0,0,0,0,0,0,0,75,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Zotu1570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1575",0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,4,0,0,0,0,0,0,0,0,9,20,6,17,7,16
"Zotu1576",0,0,0,10,14,21,8,6,17,7,4,6,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,3,0,11
"Zotu1577",14,0,5,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0
"Zotu1579",0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,18,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu158",0,0,0,0,0,0,0,0,0,0,0,0,750,796,1761,371,1484,165,119,157,37,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1583",0,0,0,0,0,0,30,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0
"Zotu1585",0,0,0,0,0,0,0,0,3,5,0,0,89,18,30,0,0,0,15,30,23,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1588",0,0,0,0,0,0,0,0,0,0,0,0,146,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,47,27,469,23,15,194,716,381,718,722,1721
"Zotu1591",0,0,0,0,0,0,0,0,0,19,0,0,36,14,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1592",0,0,0,0,0,0,16,10,24,24,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1593",0,0,0,0,0,0,0,8,0,52,7,0,19,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1596",0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,10,6,9,8,12,8
"Zotu1597",0,0,0,0,0,3,6,14,8,17,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1598",0,0,0,0,0,0,0,0,0,0,0,0,9,46,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu16",379,91,126,243,271,656,958,1094,565,870,663,1395,0,0,4,0,0,0,0,0,0,9843,13311,5900,21039,7815,9823,2723,9853,2432,5280,4746,9944
"Zotu1605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,27,8,0,31,0,0,0,0,0,0
"Zotu1606",16,0,0,6,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu161",1395,276,477,839,956,2444,0,10,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,57,31,77,33,107
"Zotu1610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,9,66,12,0,21,3,0
"Zotu1613",0,0,0,0,0,0,0,0,0,0,0,28,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,0,16,21,39,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1618",0,0,0,0,0,0,0,0,0,0,0,0,46,27,13,18,0,3,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0
