"","Z.HH1.L","Z.HH1.N","Z.HH2.L","Z.HH2.N","Z.HH3.L","Z.HH3.N","Z.PQ1.L","Z.PQ1.N","Z.PQ2.L","Z.PQ2.N","Z.PQ3.L","Z.PQ3.N","Z.S.01","Z.S.02","Z.S.03","Z.S.04","Z.S.05","Z.S.06","Z.S.07","Z.S.08","Z.S.09","Z.TB1.L","Z.TB1.N","Z.TB2.L","Z.TB2.N","Z.TB3.L","Z.TB3.N","Z.TQ1.L","Z.TQ1.N","Z.TQ2.L","Z.TQ2.N","Z.TQ3.L","Z.TQ3.N"
"200",0,0,0,0,0,0,256,302,104,86,367,564,54,43,21,0,0,0,5,4,5,0,0,0,0,0,0,34,44,53,42,36,20
"201",0,0,0,0,0,0,0,0,0,0,0,0,1384,65,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,1481,0,0,0,0,381
"203",63,14,20,33,43,97,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,313,87,269,130,504
"204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,1303,592,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"205",292,0,0,0,1435,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,1088,46,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,251,47,321,1806,0,0,0,0,0,0,0,0,0,0,0,0,0
"208",264,89,179,0,803,2495,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"209",0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,45,849,7,249,181,336,0,0,0,0,0,0,0,0,0,0,0,0
"211",26,12,9,28,25,72,172,190,129,118,212,141,0,0,0,0,0,0,0,0,0,262,462,161,575,218,219,26,69,28,48,30,98
"212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,12,0,129,437,98,418,424,445,0,0,0,0,0,0
"213",0,0,0,0,0,0,40,0,0,0,0,0,1192,146,82,0,0,0,195,192,217,0,0,0,0,0,0,24,126,11,63,44,109
"214",0,0,0,0,0,0,3,0,10,21,4,12,1444,464,1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"215",0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1308,0,0,0,0,0,0,0,0,0,0,1659,0,0,0
"216",0,0,0,0,0,0,0,0,0,0,9,0,1514,61,4,50,100,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,12,161,0,0,144,124,122,5,26,658,66,0,87,250
"218",10,0,3,4,11,33,0,0,0,0,0,0,1079,48,37,0,5,0,0,4,0,0,0,0,0,0,0,20,95,49,157,45,110
"219",7,0,3,4,5,14,0,0,0,0,0,0,0,0,3,0,0,0,5,4,3,0,0,0,0,0,0,41,121,793,83,611,109
"220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,719,675,0,0,0,0,0,0,0,7,0,0,0,0
"221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2388,4943,9167,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"222",0,0,0,0,0,0,0,0,0,0,0,0,188,0,116,856,188,475,42,6,125,0,0,0,0,0,0,0,0,0,0,0,0
"223",0,0,0,0,0,0,0,0,0,0,0,0,99,41,0,208,513,921,13,0,31,0,0,0,0,0,0,0,0,0,0,0,0
"224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1699,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226",0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,30,42,14,0,0,0,15,11,5,21,33,46,0,72,0,4,8,143
"227",44,7,9,22,39,92,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,23,32,15,40,14,32,85,280,85,169,166,273
"228",4,0,0,0,13,23,0,20,0,0,151,34,0,0,0,0,0,0,0,0,0,148,112,41,151,167,130,44,208,23,42,28,86
"229",0,0,0,0,0,0,22,14,28,11,16,5,48,462,890,5,10,0,95,65,132,0,0,0,0,0,0,0,0,0,0,0,0
"230",0,0,0,0,0,0,48,1164,62,75,31,92,38,7,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231",0,0,0,0,0,11,10,0,0,0,3,0,165,49,24,0,0,0,0,0,0,164,283,113,381,133,147,7,26,7,25,5,41
"232",13,11,4,17,13,30,0,14,5,0,4,3,45,10,18,22,13,3,28,20,43,187,77,107,99,145,58,125,201,170,128,230,251
"233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,121,359,76,636,148
"234",0,0,0,0,0,3,22,32,36,46,26,14,0,0,0,0,0,0,0,0,0,249,464,121,485,239,317,11,40,10,18,19,33
"235",0,0,0,0,0,16,175,541,4,308,313,0,0,0,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,1024,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237",13,6,10,15,13,39,16,23,25,42,13,44,505,165,358,17,39,4,0,0,0,8,20,9,27,15,12,14,90,22,75,54,99
"239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,383,1138,0,0,0,0,0,0,14,48,17,28,11,40
"241",0,0,0,0,8,4,0,0,0,0,3,1010,18,0,32,54,16,42,21,4,16,0,0,0,7,14,19,0,0,8,5,0,8
"242",0,0,0,0,0,0,0,0,0,0,6,0,666,197,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243",0,0,0,0,0,0,6,6,13,13,0,9,586,278,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244",108,26,26,67,56,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,187,72,228,128,140,0,0,0,0,0,0
"245",0,0,0,0,0,0,0,0,0,0,0,0,683,256,338,0,0,0,10,11,18,0,0,0,0,0,0,0,0,0,0,0,0
"246",0,0,0,0,0,0,0,0,0,0,0,0,43,284,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247",0,0,0,0,0,0,0,0,0,0,0,0,1893,439,331,463,1553,95,17,28,25,0,0,0,0,0,8,0,0,0,0,0,0
"248",27,5,16,19,27,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,8,24,9,15,76,280,128,193,158,350
"249",0,0,0,0,0,0,0,0,0,0,0,0,1029,99,45,87,1306,75,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0
"250",23,5,6,0,8,49,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0
"251",0,0,0,0,0,0,5,11,20,14,0,0,291,245,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"253",0,0,0,0,0,0,0,0,0,0,0,3,924,31,47,40,34,3,156,138,225,0,0,0,0,0,0,0,0,0,0,0,0
"254",0,0,0,0,0,0,0,0,0,0,0,0,0,174,435,384,108,368,91,105,55,0,0,0,0,0,0,0,0,0,0,0,0
"255",0,0,0,0,0,0,0,0,0,0,0,0,568,161,490,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256",0,0,0,0,0,0,104,153,75,174,39,33,0,0,0,0,7,0,0,0,3,9,12,0,0,0,10,12,5,7,25,0,68
"258",0,0,0,0,0,0,11,4,21,26,3,6,0,0,0,0,0,0,0,0,0,13,85,12,47,41,73,130,249,82,114,56,177
"259",0,0,0,0,0,0,16,74,21,0,35,33,12,0,10,91,125,20,201,170,251,0,0,0,4,5,0,0,19,0,6,0,0
"260",0,0,0,0,0,0,110,194,239,417,71,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263",0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,488,437,45,0,0,4,0,0,0,0,0,168,0,0,0,0,0,0
"264",0,0,0,0,0,0,144,114,99,208,142,154,173,50,92,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,13,9,32
"265",0,0,0,0,0,0,0,0,0,0,0,0,0,529,411,0,397,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,337,5,231,483,229,0,0,0,0,0,0,0,0,0,0,0,0
"268",0,0,0,0,0,0,0,0,0,0,0,0,1060,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,481,1101,0,0,0,0,0,0,0,0,0,0,0,0
"270",0,0,0,0,0,0,3,26,12,9,997,17,0,0,0,34,272,116,0,0,0,0,3,12,3,25,21,0,0,0,0,0,0
"271",0,0,0,0,0,0,0,0,0,0,0,0,6,1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,231,248,90,294,147,155,0,0,0,0,0,0
"273",0,6,0,11,3,8,9,16,11,32,7,15,29,401,608,27,33,5,45,22,30,7,0,0,0,4,24,0,4,0,0,0,0
"274",0,0,0,0,0,0,0,0,0,0,3,0,312,19,9,72,568,82,0,0,0,9,14,4,14,10,11,0,0,0,0,0,0
"275",0,0,0,0,0,0,0,0,0,0,0,0,278,7,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"276",377,74,179,318,248,505,0,0,0,12,0,10,5,0,0,0,0,0,4,4,16,539,555,389,1041,239,213,12,32,7,17,11,98
"277",0,0,0,0,0,0,134,158,135,236,199,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"278",0,0,0,0,0,0,0,0,17,0,0,0,174,4,5,9,3,0,471,371,267,0,0,0,0,0,0,10,15,5,5,0,15
"279",0,0,0,0,0,0,5,0,0,0,0,0,1379,216,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"280",0,0,0,0,0,0,0,0,0,0,0,0,572,152,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"281",0,0,0,0,0,0,0,6,0,10,0,4,190,215,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"282",7,0,26,42,37,73,530,0,0,44,213,36,5,0,0,0,14,7,0,0,0,42,26,34,123,16,75,26,13,90,14,0,0
"283",0,0,0,0,0,0,0,0,0,4,0,0,891,107,204,4,0,0,113,104,243,0,0,0,0,0,0,6,29,0,5,3,6
"284",0,0,0,0,0,0,0,0,0,0,0,0,276,207,182,127,113,33,48,40,43,0,0,0,0,0,0,0,0,0,0,0,0
"285",0,0,0,0,0,0,0,0,0,0,0,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,70,338,0,0
"286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,203,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"287",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,563,490,284,0,0,0,0,0,0,3,3,0,0,0,3
"288",39,15,13,30,15,73,61,54,48,118,56,64,0,0,0,0,0,0,0,0,0,55,76,29,68,48,40,5,40,24,30,30,48
"289",0,0,0,0,0,0,0,0,0,0,0,0,718,145,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,764,0,0
"292",0,0,0,0,0,0,0,0,0,0,0,0,170,263,1107,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"293",233,66,69,180,137,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,114,69,118,79,190
"294",0,0,0,0,0,0,0,0,0,0,0,0,366,201,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295",0,0,0,0,0,0,0,242,34,0,5,0,6,20,104,123,11,14,39,15,5,17,131,0,43,7,31,0,0,0,0,0,0
"296",0,0,0,0,0,0,9,0,0,0,10,35,588,108,273,20,24,0,8,0,0,0,0,0,0,0,0,0,10,0,4,0,0
"297",232,44,75,144,158,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298",0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,64,129,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,31,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,36,252,30,234,118,361
"301",0,0,0,0,0,0,0,0,5,0,0,0,359,165,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,56,42,0,72,201,155,245
"303",321,99,33,161,159,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"305",0,0,0,0,0,0,0,0,0,0,0,0,27,32,101,0,0,0,31,14,37,0,0,0,0,0,0,0,0,0,0,0,0
"306",0,0,0,0,0,0,0,0,0,0,0,0,238,5,488,116,0,0,17,25,39,0,0,0,0,0,0,0,0,0,0,0,0
"307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,296,20,52,307,324,0,0,0,0,0,0,0,0,0,0,0,0
"308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,257,58,335,250,0,0,0,0,0,0,0,0,0,0,0,0,0
"309",10,0,6,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,156,33,81,50,87
"310",3,0,0,0,3,0,11,5,9,13,6,9,195,60,447,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
"311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,362,30,117,62,164,0,0,0,0,0,0,0,0,0,0,0,0
"312",9,0,16,8,36,35,11,8,7,8,10,12,19,21,3,157,227,225,19,12,21,79,85,20,43,77,90,10,27,4,13,6,6
"313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,105,230,590,0,0,0,0,0,0,0,0,0,0,0,0
"314",0,0,0,0,0,0,0,0,0,0,0,0,76,25,35,281,417,66,4,0,3,4,0,0,0,0,0,3,0,0,0,0,0
"315",0,0,0,0,0,0,4,6,14,30,10,7,0,615,22,10,5,4,0,4,0,30,38,6,26,3,7,0,10,0,5,0,10
"316",8,0,0,0,0,0,83,120,34,98,37,150,201,55,143,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0
"317",3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,74,155,83,144,124,232
"318",0,0,0,0,0,0,20,47,43,28,26,65,491,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320",0,0,0,0,0,0,5,3,4,14,0,12,244,62,62,108,97,12,238,203,384,0,0,0,0,3,0,0,0,0,0,0,0
"321",0,0,0,0,0,0,0,0,0,0,0,0,20,8,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,240,387,0,0,0,0,0,0,0,0,0,0,0,0
"323",361,52,84,141,168,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
"324",0,0,0,0,0,0,302,117,73,379,789,768,71,3,30,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,19,4
"325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,186,445,204,174,181,250
"326",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,100,18,345,168,102,0,0,0,0,0,0,0,3,5,0,0,0
"328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,88,0,238,402,925,0,0,0,0,0,0,0,0,0,0,0,0
"329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,162,480,0,0,0,0,0,0,0,0,0,0,0,0
"331",0,0,0,0,0,0,0,0,0,0,12,0,1139,7,49,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"332",85,29,21,33,28,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,69,22,102,34,144
"333",0,0,0,0,0,0,12,3,52,59,0,0,0,0,0,0,92,402,0,0,0,8,13,3,10,112,115,0,8,5,7,13,16
"334",10,3,5,10,8,20,86,82,139,160,85,109,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,0,3,0,4,4,5
"335",6,5,4,8,9,22,3987,4663,3262,8121,3025,5960,0,0,0,0,0,0,0,0,0,616,884,392,1172,641,801,259,1055,291,625,370,983
"336",4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"337",3,0,0,0,0,0,27,51,34,50,169,339,15,8,98,62,23,9,21,6,24,11,17,6,24,13,13,0,7,8,5,0,8
"338",0,0,0,0,0,0,5,0,0,0,0,0,699,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339",0,0,0,0,0,0,0,0,0,0,0,0,33,10,25,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340",5,4,0,11,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,0,10
"341",0,0,0,0,0,0,0,0,0,0,0,0,39,18,29,0,0,0,0,3,0,0,0,0,7,0,536,0,0,0,0,0,0
"342",169,41,35,117,122,206,0,0,0,0,0,0,5,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"343",0,0,0,0,0,0,0,0,0,0,0,3,16,6,23,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,376,270,134,0,0,0,0,0,0,0,0,0,0,0,0
"346",0,0,0,0,0,0,8,7,5,18,0,0,489,87,91,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0
"347",5,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,90,76,221,54,89,42,71,55,65,42,116
"348",0,0,0,0,0,0,13,6,0,5,8,27,50,25,53,87,102,13,86,52,111,0,3,0,6,0,0,0,0,0,0,0,0
"349",16,4,8,15,8,28,57,59,109,94,108,109,40,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,450,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351",0,0,0,0,0,0,8,23,25,20,26,34,128,39,45,3,0,0,126,125,133,0,0,0,0,0,0,40,85,45,69,48,71
"352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,454,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,849,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
"355",13,0,0,25,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,30,53,0,0,0,20,0,0,92,130,120,248,239,308
"356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,50,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"357",0,0,0,0,0,0,0,0,0,0,91,0,123,66,121,44,41,14,40,39,37,0,0,0,0,0,11,0,0,0,0,0,0
"358",0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,124,136,696,0,0,0,0,0,0,0,0,0,0,0,0
"359",0,0,0,0,0,0,0,0,0,0,0,0,52,157,75,536,934,1046,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"360",0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,361,0,0,0
"361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,426,0,0,0,0,0,0,0,0,0,0,0,0
"363",0,0,0,0,0,0,82,91,45,95,100,154,13,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,152,57,104,71,185
"366",18,0,46,8,112,139,0,0,0,0,0,0,0,0,0,7,33,5,30,0,0,13,9,21,7,111,128,38,164,0,9,47,119
"367",0,0,0,0,0,0,0,0,0,0,0,0,30,514,160,155,65,148,74,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"368",0,0,0,0,0,3,12,24,10,40,36,57,245,48,209,21,13,19,0,0,3,0,0,0,0,0,3,0,0,4,3,0,0
"369",0,0,0,0,0,0,0,0,0,0,0,0,0,192,416,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,425,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"372",74,31,19,65,61,166,0,0,15,0,0,0,238,168,34,13,10,5,12,0,7,89,191,54,164,55,134,4,0,0,4,3,4
"373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,347,0,0,0,0,0,0,0,0,0,0,0,0
"374",0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,155,40,129,101,169
"375",0,0,0,0,0,0,43,21,58,41,44,21,171,64,124,6,8,0,10,6,14,63,17,28,20,36,16,5,0,0,0,4,0
"376",0,0,0,0,0,0,0,0,0,0,0,0,0,90,181,245,185,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"378",0,0,0,0,0,0,30,23,52,172,16,91,5,6,6,222,4,7,8,5,6,52,123,16,94,22,29,10,32,3,11,4,4
"379",0,0,0,0,0,0,166,212,95,199,67,137,0,0,0,0,0,0,0,0,0,20,10,7,50,5,4,0,13,6,11,6,14
"380",14,6,7,9,14,10,0,0,0,0,0,0,5,0,0,8,16,0,38,39,75,31,44,11,25,16,27,3,14,0,7,6,11
"381",0,0,0,0,0,0,0,0,0,0,0,0,353,54,62,158,267,15,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"382",0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,33,131,41,97,92,191
"384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,343,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"385",29,11,10,10,29,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,132,39,75,27,129
"386",284,43,18,59,89,349,41,53,50,150,12,25,219,63,126,16,84,20,24,15,30,189,147,131,414,570,405,58,269,71,108,129,206
"387",0,0,0,0,0,0,0,0,0,0,0,0,300,280,5,0,17,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"388",0,0,0,0,0,0,0,0,0,0,0,0,198,50,176,11,57,0,9,8,13,0,0,0,0,0,0,0,0,0,0,0,0
"389",0,0,0,0,0,0,0,0,0,0,0,0,89,13,8,65,430,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,421,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,59,4,175,188,208,0,0,0,0,0,0,0,0,0,0,0,0
"392",4,0,0,4,3,6,0,0,0,0,0,0,0,0,0,8,9,3,0,0,0,26,128,54,226,9,23,0,6,0,5,3,55
"393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,291,13,89,16,16,0,0,0,0,0,0
"394",0,0,0,0,0,0,0,0,0,0,0,0,439,75,7,0,14,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"395",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,9,8,10,0,715,0,6,0,0,0,6,0,0,0,0,0,11
"396",73,13,105,0,54,162,0,0,0,0,4,0,184,19,446,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0
"397",51,3,9,13,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,92,49,179,91,89,7,30,13,41,17,6
"399",0,0,0,0,0,0,114,58,85,212,16,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"401",27,37,16,76,12,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"402",0,0,0,0,0,0,70,208,42,56,62,78,0,0,0,0,0,0,33,124,0,0,0,0,0,0,0,0,6,0,0,0,4
"403",0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,4,5,0,0,0,11,45,84,40,220,107,102,0,0,0,0,7,4
"404",0,0,0,0,0,0,0,0,0,0,0,0,0,9,484,3,22,3,10,4,3,0,0,0,0,0,0,0,0,0,0,0,0
"405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,194,7,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"406",4,3,0,11,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,45,8,65,19,44,44,116,78,78,50,113
"407",32,0,4,3,18,6,20,9,23,7,10,26,354,71,58,3,0,3,0,0,0,26,5,12,3,28,6,16,7,24,8,24,10
"408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,132,176,6,0,0,0,0,0,0,9,0,4,0,0
"410",0,0,0,0,0,0,0,0,0,0,0,0,271,82,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"412",0,0,0,0,0,0,0,0,0,0,0,0,379,12,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"413",4,0,0,3,3,9,25,57,22,34,42,31,97,47,84,102,217,38,76,52,67,0,0,0,0,0,0,8,16,9,15,12,41
"414",87,46,27,78,63,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"415",0,0,0,0,0,0,0,0,0,0,0,0,3,41,462,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"416",0,0,0,0,0,0,58,45,46,49,86,146,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"417",0,0,0,0,0,0,77,41,109,62,111,47,0,0,0,0,0,0,0,0,0,6,4,0,8,7,3,3,11,4,4,4,7
