"","Z.HH1.L","Z.HH1.N","Z.HH2.L","Z.HH2.N","Z.HH3.L","Z.HH3.N","Z.PQ1.L","Z.PQ1.N","Z.PQ2.L","Z.PQ2.N","Z.PQ3.L","Z.PQ3.N","Z.S.01","Z.S.02","Z.S.03","Z.S.04","Z.S.05","Z.S.06","Z.S.07","Z.S.08","Z.S.09","Z.TB1.L","Z.TB1.N","Z.TB2.L","Z.TB2.N","Z.TB3.L","Z.TB3.N","Z.TQ1.L","Z.TQ1.N","Z.TQ2.L","Z.TQ2.N","Z.TQ3.L","Z.TQ3.N"
"OTU_124",45,4110,19,20,27,44,0,0,0,0,0,0,0,0,0,0,0,0,1027,14,467,3,3,0,0,0,0,5,9,5,5,0,14
"OTU_1243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,3,0,0,0,4,0,11,0,0
"OTU_1244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,35,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1246",0,0,0,0,0,0,0,0,0,0,0,0,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1247",0,0,0,0,0,0,0,0,0,0,0,0,38,62,62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1249",0,0,0,0,0,0,0,0,0,6,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"OTU_125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,326,12,3269,2591,2774,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1250",0,0,0,0,0,0,0,3,0,5,4,15,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1251",0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,8,0,5,7,10,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1252",0,0,0,0,0,0,0,0,3,0,6,4,10,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1259",0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2602,2245,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,38,0,0,0,0,0,0,0,0
"OTU_1261",0,0,0,0,0,0,0,0,0,0,0,0,49,6,15,0,7,0,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1263",0,0,0,0,0,0,0,0,0,0,13,4,10,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1266",0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1267",0,0,0,0,0,0,0,8,0,0,11,0,30,15,45,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"OTU_127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873,50,3053,0,0,0,0,0,0,156,12,8,102,154,8
"OTU_1271",0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,16,0,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1276",0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,19,19,12,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1279",0,0,0,0,0,0,0,0,0,0,0,0,15,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_128",0,0,0,0,0,0,0,0,0,0,0,0,0,123,784,1068,2663,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1280",0,0,0,0,0,0,0,0,0,4,0,5,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1283",0,0,0,0,0,0,6,0,0,0,7,7,15,14,10,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1285",0,0,0,0,0,0,0,0,0,4,0,0,7,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_129",41,26,10,33,24,43,0,0,0,0,0,0,26,3,12,23,16,0,774,849,1024,4,0,0,0,0,0,113,216,103,163,174,234
"OTU_1290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"OTU_1292",0,0,0,0,0,0,0,3,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1294",0,0,0,0,0,0,0,0,0,0,0,0,37,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1298",0,0,0,0,0,0,0,0,0,0,0,0,12,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13",34,24,6,26,39,65,81388,399,470,526,289,363,3,78,258,66,57,22,173,9,17,33,48,20,68,12,24,34,132,41,91,50,169
"OTU_130",81,10,29,53,36,173,255,105,328,279,90,54,162,9,36,0,0,0,5,3,7,897,1078,392,1931,304,583,165,437,112,284,172,474
"OTU_1300",5,0,0,6,3,13,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,0,0,0,0,3,0,0,0,4
"OTU_1301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,3,10,0,8
"OTU_1302",0,0,0,0,0,0,0,0,0,0,0,0,21,0,19,5,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"OTU_1304",0,0,0,0,0,0,0,0,0,0,3,0,6,19,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1306",0,0,0,0,0,0,4,7,4,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1307",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,23,9,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,6,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1309",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0
"OTU_131",0,0,0,0,0,0,0,0,0,0,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,661,424,990,1009,904
"OTU_1311",0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,10,6,7,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1312",0,0,0,0,0,0,0,0,0,0,0,0,32,13,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1315",0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,71,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,966,1691,69,814,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1323",0,0,0,0,0,0,0,0,0,0,0,0,20,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1325",0,0,0,0,0,0,0,0,0,0,0,0,31,21,9,9,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_133",0,0,0,0,0,359,0,0,0,0,0,0,0,36,339,19,562,63,78,69,258,208,676,2964,2488,408,995,40,0,7,0,0,0
"OTU_1330",0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,40,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1331",0,0,0,0,0,0,0,0,0,0,0,0,13,6,9,19,21,4,14,4,6,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1332",0,0,0,0,0,0,0,0,0,0,0,0,15,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1333",0,0,0,0,0,0,0,0,0,0,0,0,9,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1335",0,0,0,0,0,0,0,0,0,0,0,0,31,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1337",3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"OTU_1338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,4,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1339",0,0,0,0,0,0,5,10,6,16,0,0,20,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"OTU_134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1763,3267,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1340",0,0,0,0,0,0,0,0,0,0,0,0,21,0,7,3,0,0,8,3,3,0,0,0,0,0,0,0,0,0,0,0,3
"OTU_1342",0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"OTU_1347",0,0,0,0,0,0,21,21,6,0,20,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1349",0,0,0,0,0,0,3,0,0,0,12,11,22,7,42,5,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_135",50,3,10,24,23,68,0,0,0,0,0,0,0,0,0,3,0,0,14,25,32,3,0,0,8,0,8,241,861,236,681,403,1209
"OTU_1350",0,0,0,0,0,0,6,0,8,14,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"OTU_1351",0,0,0,0,0,0,0,0,0,0,0,0,13,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1353",0,0,0,0,0,0,0,0,0,12,7,3,36,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1356",0,0,0,0,0,0,0,0,0,0,0,0,4,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1357",0,0,0,0,0,0,0,0,0,0,0,0,49,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1358",0,0,0,0,0,0,0,0,0,0,0,0,21,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1359",0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_136",0,0,0,0,0,0,0,0,0,0,0,0,3666,170,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1361",0,0,0,0,0,0,0,0,0,0,0,0,6,18,33,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1362",0,0,0,0,0,0,0,0,0,0,0,0,63,28,52,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,27,8,0,0,0,0,0,0,0,8,0,0,0,0
"OTU_1365",0,0,0,0,0,0,0,4,0,0,5,0,7,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1367",0,0,0,0,0,0,0,0,0,0,0,0,13,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1368",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,0,0,0,0,0,0,0,5,0,0,0,0,0
"OTU_1369",0,0,0,0,0,0,7,6,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1551,1052,3679,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1373",0,0,0,0,0,0,0,14,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"OTU_1376",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,9
"OTU_1378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,23,15,231,11,10,107,367,223,349,400,918
"OTU_138",0,0,0,0,0,0,979,985,876,1719,815,1405,10,6,10,0,0,0,0,0,0,79,158,57,119,72,87,3,0,0,0,0,4
"OTU_1381",0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1382",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,0,3
"OTU_1383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,6,7,8,0,0,0,0,0,0
"OTU_1387",0,0,0,0,0,0,0,9,0,6,0,0,21,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_139",512,12,67,13,34,543,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,431,1015,311,174,387,467
"OTU_1393",0,0,0,0,0,0,0,0,0,0,0,0,9,8,17,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,7,0,8
"OTU_14",359,87,124,235,263,628,904,1033,520,790,610,1335,0,0,4,0,0,0,0,0,0,9815,13277,5884,20974,7801,9793,2714,9833,2430,5257,4737,9916
"OTU_140",19,21,11,12,42,56,0,0,0,0,1814,1037,60,17,0,43,41,7,0,0,4,4,4,3,0,0,0,0,0,0,0,0,3
"OTU_1401",0,0,0,4,0,3,0,0,6,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1402",0,0,0,0,0,0,0,0,0,0,0,0,3,12,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1403",0,0,0,0,0,0,0,0,0,0,0,0,29,86,2724,99,612,58,21,19,11,0,3,0,0,0,0,0,0,0,0,0,0
"OTU_1404",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,13
"OTU_1406",0,0,0,0,0,0,0,0,0,0,0,11,12,15,18,0,14,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,0,0,0,5,0,0,3,0,4,0,0,0,0,0,0
"OTU_141",85,32,32,60,66,167,639,665,723,1081,813,980,7,0,0,0,0,0,0,0,0,28,36,17,36,21,32,34,127,46,133,87,194
"OTU_1412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,0,0,0,0,0,0
"OTU_1415",0,0,0,0,0,0,0,0,0,0,3,4,19,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1536,2963,2874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1421",14,3,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1424",0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1425",0,0,0,0,0,0,0,0,0,0,0,0,12,12,8,5,11,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1429",0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_143",0,0,0,0,0,0,3,0,4,6,4,8,2000,658,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1430",0,0,0,0,0,0,0,0,0,0,0,0,13,3,52,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1431",0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,3,5
"OTU_1432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,3,0,5
"OTU_1433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,4
"OTU_1439",0,0,0,0,0,0,0,0,0,0,0,0,6,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_144",0,0,0,0,0,0,0,0,0,0,0,0,2886,5,3,169,103,41,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"OTU_1441",0,0,0,0,0,0,0,0,0,16,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1444",0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,34,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1446",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,28,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,404,2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1450",0,0,0,0,0,0,0,0,0,0,6,0,10,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1451",242,59,124,205,247,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,184,186,808,240,211,5,56,0,13,15,41
"OTU_1452",0,0,0,0,0,0,6,0,0,6,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1453",0,0,0,0,0,0,0,0,0,0,0,0,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1454",0,0,0,0,0,0,0,3,0,8,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,14,9,12,13
"OTU_1457",0,0,0,0,0,0,0,0,0,0,0,0,16,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_146",7,3,0,11,5,6,0,0,0,0,0,0,0,0,0,26,33,0,322,22,40,257,407,118,351,52,496,589,1894,425,657,690,831
"OTU_1460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,29,0
"OTU_1461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1463",0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1466",0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,3,0,5,9,13,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1467",0,0,0,0,0,0,0,0,0,0,0,0,11,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_147",0,0,0,3,0,0,26,32,10,9,21,27,0,0,0,0,0,0,0,0,0,258,401,172,632,296,379,70,261,57,111,138,288
"OTU_1470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,17,9,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1472",47,4,8,6,14,28,42,35,42,157,6,7,79,28,62,16,31,13,7,4,4,1392,2332,1654,5374,2510,2583,44,161,45,99,71,138
"OTU_1473",0,0,0,0,0,0,0,0,0,0,0,0,21,14,10,3,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1475",0,0,0,0,0,0,3,4,0,0,0,0,20,9,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_148",0,0,0,0,0,0,0,0,0,0,0,0,0,4972,6774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,8
"OTU_1483",0,0,0,0,0,0,0,0,0,0,0,0,7,37,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1486",0,0,0,0,0,0,0,0,0,0,0,8,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,4,3,16
"OTU_149",0,0,0,0,0,0,0,0,0,0,0,0,303,228,1132,396,1538,273,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1491",0,0,0,0,0,0,11,27,5,14,6,32,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"OTU_1493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1494",0,0,0,0,0,0,0,6,0,0,0,0,11,4,3,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1495",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,6,0,7,3,0,11,0,0,0,0
"OTU_1497",0,0,0,3,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,4
"OTU_1498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1499",0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_15",0,0,0,0,0,0,0,0,0,0,0,0,0,3665,37125,1659,2839,741,7106,4907,23831,0,0,121,119,722,53,0,0,0,0,0,0
"OTU_150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,121,1808,249,274,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1500",0,0,0,0,0,0,0,3,0,12,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1502",0,0,0,0,0,0,0,0,0,0,0,0,20,0,15,0,0,0,16,12,5,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1505",0,0,0,0,0,0,0,0,0,0,0,0,19,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1506",0,0,0,0,0,0,5,0,18,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1507",0,0,0,0,0,0,0,0,0,4,0,0,11,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1508",0,0,0,0,0,0,0,0,0,0,0,7,6,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,806,246,1266,794,1177,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1511",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1512",3,0,0,4,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1513",0,0,0,0,0,0,0,0,0,0,0,0,23,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1514",0,0,0,0,0,0,0,0,0,0,0,0,8,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1516",0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"OTU_152",0,0,0,0,0,0,0,0,0,0,0,0,69,248,386,1011,1141,1158,107,241,1000,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1520",0,0,0,0,0,0,0,0,0,0,0,0,9,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1524",0,0,0,0,0,0,0,0,0,0,0,0,10,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1527",0,0,0,0,0,0,0,0,27,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1528",0,0,0,0,0,0,0,0,0,0,0,0,43,4,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1529",0,0,0,0,0,0,0,0,0,0,0,0,12,4,20,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1266,1729,39,0,479,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,5,0,0,0,0,0,0
"OTU_1532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,6,10,0,3,0,0,0,0,0,0
"OTU_1533",0,0,0,0,0,0,0,0,0,0,0,0,18,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1535",0,0,0,0,0,0,0,0,0,0,0,0,10,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1537",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"OTU_1538",0,0,0,0,0,0,0,0,0,0,0,0,0,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
