"","L.HH1.L","L.HH1.N","L.HH2.L","L.HH2.N","L.HH3.L","L.HH3.N","L.PQ1.L","L.PQ1.N","L.PQ2.L","L.PQ2.N","L.PQ3.L","L.PQ3.N","L.S.01","L.S.02","L.S.03","L.S.04","L.S.05","L.S.06","L.S.07","L.S.08","L.S.09","L.TB1.L","L.TB1.N","L.TB2.L","L.TB2.N","L.TB3.L","L.TB3.N","L.TQ1.L","L.TQ1.N","L.TQ2.L","L.TQ2.N","L.TQ3.L","L.TQ3.N"
"1070",27,22,7,17,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,19,26,12,30,35,61,8,68,63,41
"1071",0,0,0,0,0,0,0,0,0,3,0,0,276,134,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1072",0,0,0,0,0,0,0,0,0,0,0,0,58,24,19,141,38,205,0,5,0,4,0,4,3,8,6,0,0,0,0,0,0
"1073",0,0,0,0,0,0,0,0,0,0,0,0,129,122,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,22,258,0,0,0,20,16,12,10,40,38,0,0,0,0,0,0
"1076",0,0,0,0,0,0,115,61,100,60,74,27,18,14,40,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1077",3,0,0,0,0,0,0,6,5,5,3,0,0,0,0,0,0,0,0,0,0,34,56,38,42,37,48,39,46,20,42,27,41
"1078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,191,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1079",0,0,4,0,5,8,64,101,20,117,62,82,0,0,0,0,0,0,0,0,0,0,5,4,4,5,8,11,11,3,8,3,6
"1080",0,0,0,0,0,0,0,0,0,0,0,0,32,9,9,62,27,9,61,153,45,0,0,0,0,0,0,0,11,0,0,0,5
"1081",0,0,0,0,0,0,23,0,0,0,0,0,242,204,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1082",154,37,41,46,52,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9,4,7,0,8
"1083",101,60,75,48,73,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,0,17,12,10
"1084",0,0,0,4,0,0,4,4,0,0,15,3,51,69,76,54,54,23,21,68,14,0,0,0,0,4,0,0,12,0,6,0,0
"1086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,481,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1088",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3
"1090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,35,0,0,0,0,0,0,0,0,0,0,0,0
"1091",0,0,0,0,0,0,0,0,0,3,0,0,56,76,44,34,34,34,20,82,100,0,0,0,0,0,0,0,0,0,0,0,5
"1092",0,0,0,0,0,0,0,0,0,0,0,0,158,119,128,25,15,14,9,15,7,0,0,0,0,0,0,0,0,0,0,0,0
"1095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,9,18,10,0,0,0,0,0,0,60,92,10,148,99,69
"1096",4,0,0,0,0,0,0,0,6,0,3,29,139,78,166,25,4,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1097",0,0,0,0,0,0,0,0,0,0,0,0,189,135,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,203,81,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0
"1101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,330,43,0,0,0,5,9,4,7,10,3,0,0,0,0,0,0
"1102",12,20,9,25,387,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1103",0,0,0,0,0,0,0,10,4,6,8,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"1104",12,8,5,8,10,7,0,9,0,3,9,0,0,0,0,3,0,0,0,0,0,11,15,13,11,6,14,83,75,14,79,64,82
"1105",0,0,0,0,0,0,0,0,0,0,0,0,133,143,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1106",0,0,0,0,0,0,0,0,0,0,0,7,181,173,226,20,20,7,22,55,24,0,0,0,0,0,0,0,0,0,5,0,0
"1107",0,0,0,0,0,0,56,141,17,93,77,112,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"1108",0,0,0,0,0,0,10,0,0,0,7,0,226,107,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,36,12,0,0,0,4,7,41,161,27,6,0,5,0,118,5,0
"1112",0,0,0,0,0,0,52,18,50,53,6,10,29,30,32,23,10,4,3,6,0,7,0,7,6,6,0,23,5,4,16,18,26
"1113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,142,210,0,0,0,0,0,0,0,0,0,0,0,0
"1114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,200,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1115",34,24,16,22,21,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,17,21,13,21,73,78,32,94,78,65
"1116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,71,46,0,0,0,0,0,0,0,0,0,0,0,0
"1117",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,0,0
"1118",34,0,630,7,14,0,0,0,0,0,0,0,0,0,0,13,5,0,6,24,15,0,0,0,0,0,0,197,175,0,432,163,61
"1119",0,0,0,0,0,0,10,46,14,10,26,49,128,87,48,10,11,6,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3
"1120",0,0,0,0,0,0,0,0,0,0,0,0,63,50,57,92,91,40,9,55,20,0,0,0,0,0,0,0,0,0,0,0,0
"1121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,164,37,38,86,29,0,0,0,0,0,0,0,0,0,0,0,0
"1122",0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,191,123,47,101,325,99,0,0,0,0,0,0,0,0,0,0,0,3
"1123",0,0,0,0,0,0,0,3,0,0,0,0,97,16,18,125,166,38,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"1124",40,24,12,26,6,13,4,11,5,13,32,3,0,0,0,0,0,0,0,0,0,33,34,30,35,41,36,9,14,6,16,20,9
"1125",0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,61,26,120,81,102
"1126",0,0,0,0,0,0,9,0,0,217,257,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,105,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1128",0,0,0,0,0,0,0,0,0,0,0,10,629,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1129",0,0,0,0,0,0,9,455,8,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
"1132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,41,13,86,250,118,0,0,0,0,0,0,0,0,0,3,0,0
"1133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,4,8,0,0,0,0,0,0
"1134",0,0,0,0,0,0,0,0,0,0,0,0,191,89,150,27,8,4,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0
"1136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1138",0,0,0,0,0,0,39,36,51,7,237,15,16,35,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1139",0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,234,86,126,0,0,0,6,0,4,3,14,4,0,0,0,0,0,0
"1140",0,254,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237
"1142",0,0,0,0,0,0,101,104,213,137,45,76,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,34,88,10,86,82,104
"1145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,69,28,112,22,104,104,0,0,0,0,0,0
"1146",157,148,121,129,94,197,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1147",0,0,0,0,0,0,6,0,4,7,0,0,6,5,3,4,3,5,9,6,6,42,0,31,8,10,0,70,21,20,15,78,9
"1148",22,25,0,0,0,6,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1456,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1150",0,0,0,0,0,0,0,0,0,0,0,0,364,47,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1152",0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,145,193,80,0,5,0,9,3,0,3,0,0,0,0,0,0,0,0
"1153",6,6,7,10,4,6,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,12,36,29,20,23,33,49,53,12,48,34,45
"1154",0,3,0,5,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,90,8,75,94,100
"1155",6,0,0,3,8,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,3,5,3,9,8,9
"1157",0,0,0,0,0,0,0,0,4,4,0,0,8,9,4,0,0,0,0,5,4,0,0,0,0,0,0,3,14,0,18,23,11
"1158",0,0,0,0,0,0,0,0,0,0,0,0,44,36,28,96,122,35,66,211,88,0,0,0,0,0,0,0,4,0,0,0,4
"1159",0,0,0,0,0,0,0,4,0,0,4,4,207,212,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1160",0,0,0,0,0,0,0,0,0,0,0,0,175,164,182,17,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,118,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1162",0,0,0,0,0,0,0,0,0,0,0,0,107,296,267,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1163",0,0,0,0,0,0,0,0,0,0,0,0,5,10,7,177,169,62,5,6,8,0,0,0,0,0,0,0,0,0,0,0,0
"1165",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,417,12,3,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0
"1167",0,0,0,0,0,0,0,0,0,0,24,0,18,4,19,138,132,74,0,6,0,3,4,0,0,4,0,0,0,0,0,0,0
"1168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,3,0,0,0,42,22,85,48,64,27,0,0,4,0,0,0
"1169",182,219,97,204,139,376,0,4,4,0,0,16,48,5,6,3,6,0,0,9,9,49,52,20,36,35,36,7,11,4,22,6,42
"1170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,17,14,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"1171",0,0,0,0,0,0,0,0,0,0,0,0,0,94,3,233,185,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,110,94,70,97,95,0,8,0,5,0,4
"1174",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,49,756,0,0
"1175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,72,83,57,69,82,7,0,0,3,0,9
"1176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0
"1177",4,0,0,0,0,0,0,0,0,0,0,0,9,24,4,103,32,14,54,129,45,0,0,0,0,0,0,0,0,0,4,0,0
"1178",0,0,0,0,0,0,0,3,0,0,0,0,56,144,0,250,77,104,0,0,0,3,4,13,17,0,8,0,0,0,0,0,0
"1179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1180",0,0,0,0,0,0,0,117,0,92,3,174,16,14,5,0,0,0,0,0,0,0,0,0,6,0,25,0,0,0,0,0,0
"1181",0,0,0,0,0,0,0,0,0,0,0,0,154,145,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,259,234,0,0,0,0,0,0,0,0,0,0,0,0
"1183",163,106,46,109,90,131,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,15,6,6,16,9
"1184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,252,104,0,0,0,3,3,3,3,5,6,0,0,0,0,0,0
"1185",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,447,389,316,279,424,16,48,11,30,49,38
"1186",0,0,0,0,0,0,0,0,16,0,0,0,150,127,149,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1187",0,0,0,0,0,0,0,0,0,0,0,0,356,229,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1188",0,0,0,0,0,0,0,0,0,0,0,7,155,100,150,9,6,0,10,16,7,0,0,0,0,0,0,0,0,0,0,0,0
"1189",0,0,0,0,0,0,191,154,95,156,94,145,3,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
"1190",0,0,0,0,0,0,0,0,0,0,0,0,133,137,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1191",0,0,0,0,0,0,0,0,0,0,0,0,87,149,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,428,0,0,0,0,0,0,0,0,0,0,0,0,0
"1193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,85,252,0,0,0,5,18,12,17,6,12,0,0,0,0,0,0
"1194",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,104,11,108,107,102
"1195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,364,422,0,0,0,0,0,0,0,0,0,0,0,0
"1196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,78,95,73,66,103,3,0,0,3,0,0
"1197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,53,44,40,28,51,41,36,13,61,44,51
"1198",0,0,0,0,0,0,0,3,0,0,0,0,160,103,148,4,9,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1200",0,0,0,0,0,0,5,5,0,24,8,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,95,29,116,68,118
"1201",0,0,0,0,0,0,0,0,0,0,0,0,0,220,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1202",0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1205",0,0,0,0,0,0,0,0,0,0,0,0,151,84,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1206",0,0,0,0,0,0,0,0,0,0,0,4,83,110,128,12,10,15,0,8,0,4,0,0,0,0,0,4,4,3,8,0,0
"1207",0,0,0,0,0,0,0,0,0,0,0,0,93,133,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,163,80,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0
"1210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,107,83,61,67,87,0,0,0,0,0,0
"1211",0,0,0,0,0,0,75,98,83,134,25,56,4,10,0,0,0,0,0,0,0,15,5,3,15,10,9,51,113,8,75,95,69
"1212",0,0,0,0,0,0,0,0,0,0,0,0,6,230,133,4,0,4,10,30,25,0,0,0,0,0,0,0,0,0,0,0,0
"1213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,489,7,0,0,0,0,0,0,0,0,0,0,0,0
"1214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,0,3,0,0,0,0,0,0,0,0
"1215",17,0,6,0,4,0,0,0,0,0,0,0,45,40,41,5,0,0,21,100,36,0,0,8,0,5,0,66,0,21,0,33,0
"1216",43,17,54,14,53,68,32,14,33,25,40,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1218",465,0,0,5,17,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1219",0,0,0,0,0,0,0,5,0,0,0,0,120,121,146,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"1221",0,0,0,0,0,0,0,0,0,0,0,0,33,382,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1223",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,239,240,172,6,4,0,4,0,0,0,0,10,0,0,0,0,0,0
"1224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,111,170,0,0,0,8,8,4,0,5,0,0,0,0,0,0,0
"1225",0,0,0,0,4,0,0,0,5,6,25,0,47,51,46,73,53,24,14,86,28,0,0,0,0,0,0,0,0,0,0,0,4
"1226",0,0,0,0,0,0,0,0,0,11,18,40,248,111,127,4,7,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0
"1227",0,0,0,0,0,0,0,0,0,0,6,0,94,26,72,127,72,166,0,0,0,0,8,4,0,6,4,0,3,0,0,0,0
"1228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,47,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,550,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,258,0,0,0,0,0,0,0,0,0,0,0,0
"1231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,114,50,78,39,79,0,0,0,0,0,0
"1232",54,46,27,49,27,63,9,6,0,3,0,7,0,0,0,0,0,0,0,0,0,14,25,21,17,24,16,6,9,0,7,17,14
"1234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,3,0,0,3,0
"1235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"1236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,22,423,0,0,0,0,0,0,0,0,0,0,0,0
"1237",86,94,65,79,82,128,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,24,34,28,20,23,59,79,24,70,107,51
"1239",0,0,0,0,0,0,18,0,0,0,0,0,13,33,42,0,0,0,103,243,80,0,0,0,0,0,0,0,0,5,4,12,0
"1240",0,0,0,0,0,0,0,0,0,0,0,0,45,403,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1241",0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,0,16,51,7,23,10,20
"1242",0,0,0,0,0,0,0,0,0,0,0,0,143,117,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1243",0,0,0,0,0,0,4,0,0,0,0,0,6,0,4,68,51,11,65,318,85,0,0,0,0,0,0,0,0,0,8,0,0
"1244",0,0,0,0,0,0,0,0,0,0,0,0,7,173,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1246",0,0,0,0,0,0,0,0,10,0,0,0,0,138,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1248",0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,372,0,0,0,0,0,0,0,0,0,0,0,0
"1249",83,43,46,50,26,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,16,10,9,9,0,0,0,0,0,0
"1251",0,29,63,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,39,0,0,0,0,0,0,0,0,0,0,0,0
"1252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,49,15,74,260,139,0,0,0,0,0,0,6,5,0,5,4,3
"1253",0,0,0,0,0,0,0,0,0,0,0,0,129,120,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1254",0,0,0,0,0,0,106,63,68,79,55,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1256",0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,221,134,34,11,30,7,0,4,0,0,0,0,0,0,0,3,0,0
"1258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0
"1259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,24,15,4,3,0,96,34,33,25,51,13,0,0,0,4,0,0
"1260",0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,5,0,0,3,0,7,0,9,5,0,0,0,0,0,0,0,0
"1261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,81,61,55,49,61,0,0,0,0,0,0
"1263",0,0,0,0,0,0,0,0,0,0,0,0,0,47,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1264",11,12,5,14,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,70,49,54,55,68,5,0,0,5,4,0
"1265",10,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,89,39,137,120,132
"1266",0,5,0,0,4,0,0,0,0,0,13,15,55,29,163,63,55,24,3,29,0,0,4,0,0,6,7,0,11,0,12,0,0
"1267",0,0,0,0,0,0,0,0,0,0,0,0,40,57,49,68,70,32,78,233,49,0,0,0,0,0,0,0,0,0,0,0,4
"1268",18,12,9,15,9,14,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,29,27,23,14,27,26,38,5,35,23,33
"1269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,27,24,3,0,0,86,93,44,35,121,65,41,22,5,25,17,21
"1270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,67,54,83,232,89,0,0,0,0,0,0,0,0,0,0,0,0
"1271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,15,212,0,0,0,0,0,0,0,0,0,0,0,0
"1273",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,12,384
"1275",0,0,0,0,0,0,0,0,0,0,0,0,132,67,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,26,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1277",0,0,0,0,0,0,0,7,0,0,0,0,109,113,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1278",0,0,0,0,0,0,0,0,0,0,0,0,168,130,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1279",0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,457,398,110,0,0,0,3,10,0,4,9,26,0,0,3,0,0,0
"1282",18,16,17,24,24,20,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,19,22,15,17,15,23,30,35,8,27,31,34
"1283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,81,74,58,58,86,0,3,0,0,0,0
"1285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,94,78,54,54,65,0,0,0,8,4,3
"1288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,81,66,57,52,78,0,0,0,0,0,0
"1289",0,0,0,0,0,0,0,0,0,0,0,0,119,138,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1290",0,4,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,96,16,87,51,93
"1291",57,50,43,49,55,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,5,7,6,9,0,11
"1292",4,0,0,0,0,0,33,24,25,47,0,51,30,41,12,20,6,0,0,9,0,0,0,12,4,6,0,16,3,8,8,19,0
"1293",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,6,0,0,0,130,51,21,36,22,26,18,22,10,22,0,11
"1294",0,0,0,0,0,0,9,0,0,0,0,5,7,3,3,210,105,82,0,0,0,24,17,27,36,30,18,0,0,0,0,0,0
"1295",88,68,25,46,38,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"1296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,63,61,45,53,104,55,78,12,39,45,52
"1298",0,0,0,0,0,0,12,0,42,40,0,3,0,0,0,9,5,4,0,4,0,0,0,5,5,0,0,98,116,19,86,52,105
"1299",0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,187,153,82,66,159,64,0,7,0,3,5,3,0,0,0,0,8,0
"1300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1304",79,57,27,53,50,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,17,13,16,14,9,11,9,14,0,14
"1305",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,153,60,180,0,0,0,9,8,7,3,15,13,0,0,0,0,0,0
"1306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,64,48,67,61,63,3,4,0,4,0,0
"1307",0,0,0,0,0,0,5,4,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1308",46,40,56,34,52,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,22,24,16
"1309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,54,36,48,38,55,44,8,23,6,18,9,18
