"","Z.HH1.L","Z.HH1.N","Z.HH2.L","Z.HH2.N","Z.HH3.L","Z.HH3.N","Z.PQ1.L","Z.PQ1.N","Z.PQ2.L","Z.PQ2.N","Z.PQ3.L","Z.PQ3.N","Z.S.01","Z.S.02","Z.S.03","Z.S.04","Z.S.05","Z.S.06","Z.S.07","Z.S.08","Z.S.09","Z.TB1.L","Z.TB1.N","Z.TB2.L","Z.TB2.N","Z.TB3.L","Z.TB3.N","Z.TQ1.L","Z.TQ1.N","Z.TQ2.L","Z.TQ2.N","Z.TQ3.L","Z.TQ3.N"
"677",0,0,603,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327
"678",6,0,0,0,0,0,0,0,40,0,0,0,250,84,137,17,22,13,29,26,35,32,3,55,16,59,16,39,0,73,20,40,0
"679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,534,75,0,0,0,10,14,9,15,6,19,0,0,0,0,0,0
"681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"682",0,0,0,0,0,0,0,0,0,3,0,0,4,6,5,489,5,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"684",0,0,0,0,0,0,0,0,0,0,0,0,161,68,134,22,53,9,18,13,5,0,0,0,0,0,0,0,0,0,0,0,0
"685",0,0,0,0,0,0,0,0,0,0,0,0,275,42,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"686",0,0,0,0,0,0,3,0,0,4,0,0,268,65,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,91,136,28,106,42,74,0,0,0,0,0,0
"688",0,0,0,0,0,0,0,3,0,5,0,3,260,21,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,111,52,62,57,85,0,12,0,16,0,10
"690",0,0,0,0,0,0,0,0,0,0,0,0,155,107,174,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"691",0,0,0,21,3,20,0,0,0,0,0,0,0,0,0,0,0,0,44,0,1614,440,0,17,82,0,0,5,3,3,4,0,0
"692",0,0,0,0,0,0,18,35,11,32,19,5,26,9,29,19,57,0,71,53,74,0,0,0,0,0,0,6,11,6,17,10,36
"693",4,0,0,39,0,483,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,0,0,0
"694",0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"697",0,0,0,0,0,0,0,0,0,0,0,0,350,56,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"700",5,4,0,0,0,0,0,0,0,0,0,0,19,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,36,97,34,123,124
"702",0,0,0,0,0,0,0,0,0,0,0,0,293,0,12,0,0,0,18,30,49,0,0,0,0,0,0,0,0,0,0,0,0
"703",27,0,99,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"705",0,0,0,0,0,0,0,3,14,4,0,7,0,0,0,0,0,0,0,0,0,45,51,25,68,34,45,7,37,14,21,17,37
"706",56,27,23,57,40,121,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,12,9,3,8,7,6,3,17,7,11,12,12
"708",0,0,0,0,0,0,3,17,4,13,90,42,0,109,55,0,0,28,0,0,0,7,6,3,11,0,57,3,14,0,7,3,7
"709",0,0,0,0,0,0,52,83,51,149,40,152,0,0,0,0,0,0,0,0,0,12,14,0,21,6,10,0,0,0,0,3,4
"710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,213,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,7,0,0,3,0,0,0,0
"712",0,0,0,0,0,0,64,135,67,132,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"713",0,0,0,0,0,8,0,0,0,0,0,0,21,4,18,0,0,0,4,0,0,0,0,0,0,0,0,29,58,42,41,60,103
"716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,236,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"719",11,5,5,12,5,27,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,14,13,12,14,13,34,89,22,59,35,79
"720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,144,151,271,194,265,0,0,0,0,0,0,0,0,0,0,0,0
"721",56,16,16,34,38,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,0,4,33,86,64,86,79,176
"722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,0,0,0,0,0,0,0,477,0,0,0,0
"723",0,0,0,0,0,0,0,0,0,0,0,0,384,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"724",20,12,12,12,20,71,4,0,3,11,4,0,116,26,30,0,0,0,3,3,10,0,0,0,0,0,0,0,6,6,4,9,11
"725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,234,403,0,0,0,0,0,0,0,0,0,0,0,0
"727",0,0,0,0,0,0,389,1011,254,1215,223,1057,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,5,4,0,23,90,5,67,8,8,3,30,3,12,4,3
"730",0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,7,4,10,4,0,0,0,0,0,0
"732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,477,14,0,0,0,0,5,0,12,0,8,0,0,0,0,0,0
"733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,15,4,156,183,478,0,29,0,0,0,0,0,0,0,25,0,0
"734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,57,17,96,29,172
"735",0,0,0,0,0,0,0,0,0,0,0,0,437,132,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"739",3,0,0,0,0,4,3,0,0,0,0,0,7,7,11,45,59,9,55,77,104,0,3,0,3,0,0,6,37,11,16,10,66
"740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0
"741",0,0,0,0,0,0,0,0,0,0,0,0,168,110,162,12,42,6,18,27,179,0,0,0,0,0,0,0,0,0,0,0,0
"742",91,44,35,97,62,216,0,0,0,8,0,6,29,8,8,7,0,0,3,4,5,0,0,0,0,0,0,4,26,10,22,19,41
"743",0,0,0,0,16,0,0,0,0,0,0,0,329,34,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"744",0,0,0,0,0,0,0,0,0,0,0,0,142,4,6,20,157,35,17,84,29,0,0,0,0,0,0,0,0,0,0,0,0
"746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,74,24,37,32,99
"747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,114,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"748",0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"749",0,0,0,0,0,0,0,0,0,0,0,0,0,277,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750",0,0,0,0,0,0,5,9,0,17,40,109,3,7,9,0,15,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,6
"752",0,0,0,0,0,0,0,78,0,59,0,200,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"754",0,0,0,0,0,0,0,4,0,0,0,6,141,68,94,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"757",92,73,27,73,35,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,73,46,71,53,143
"759",0,0,0,0,0,0,4,12,5,13,37,34,152,29,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"760",0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"761",0,0,0,0,0,0,0,0,3,0,0,0,284,20,121,37,37,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"762",3,3,0,0,0,4,46,48,78,78,49,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,19,11,24
"763",100,19,15,38,46,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"764",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,288,18,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0
"765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,106,68,183,0,0,0,0,0,0,0,0,0,0,0,0
"766",27,22,7,23,31,82,3,0,0,0,0,0,21,0,0,0,5,0,7,0,4,0,0,0,0,0,0,0,5,3,7,0,3
"767",3,0,0,3,0,17,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,28,33,15,210,9,29,6,19,5,30,8,12
"768",0,0,0,0,0,0,0,0,0,0,0,0,0,196,237,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"769",26,14,9,29,13,11,0,0,125,280,0,13,3,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
"772",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,82,39,71,50,122
"773",12,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,137,0,0,0,0,0,0,11,28,6,82,31,19
"776",0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,406,7,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"778",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,528,5,162,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"779",0,0,0,0,0,0,0,0,0,0,0,0,340,30,22,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"781",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"783",0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
"784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,59,0,92,56,100,0,0,0,0,0,0,0,0,0,0,0,0
"785",0,0,0,0,0,0,0,0,0,0,0,0,7,13,8,189,154,37,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"787",4,0,0,3,0,8,47,49,38,73,52,60,0,0,0,0,0,0,0,0,0,9,15,5,14,5,10,0,0,0,0,0,0
"788",21,3,4,5,5,25,0,24,0,0,13,0,42,8,19,0,5,0,0,0,3,0,0,0,0,0,0,20,55,33,33,29,40
"790",0,0,0,0,0,0,0,0,0,0,0,0,285,25,44,49,42,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"791",0,0,0,0,0,0,0,0,0,0,0,0,256,23,54,9,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"792",0,0,0,0,0,0,0,0,0,0,0,0,83,114,187,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,119,7,170,197,72,0,0,0,0,0,0,0,0,0,0,0,0
"794",0,0,0,0,0,0,24,57,17,32,46,131,18,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"795",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,454,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"797",22,12,10,45,11,17,0,0,0,0,0,0,0,0,0,11,16,10,7,3,0,22,51,7,39,6,6,6,21,11,0,12,3
"798",0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"799",0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,20,88,26,64,30,96
"801",0,0,0,0,0,0,0,0,0,0,0,0,9,161,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"803",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"804",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,10,0,96,65,131,0,0,0,0,0,0,0,0,0,0,0,0
"805",5,3,4,6,6,10,0,0,0,3,0,0,25,3,7,0,0,0,0,0,0,0,0,0,0,0,0,23,43,30,44,48,79
"806",0,0,0,0,0,0,0,4,0,0,9,5,177,39,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"807",0,0,0,0,0,0,0,0,0,0,0,0,162,58,104,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"808",0,0,0,0,0,0,0,0,0,0,0,0,108,23,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"809",0,0,0,0,0,0,18,52,77,0,6,15,21,23,10,21,17,6,65,66,60,0,0,0,0,0,0,3,11,15,21,10,13
"811",0,0,0,0,3,11,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,22,39,19,27,11,54
"812",0,0,0,0,0,0,39,84,57,29,52,53,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"814",34,92,10,92,21,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"815",0,0,3,5,0,0,9,20,0,28,46,174,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,12,0,0
"821",0,0,0,0,0,0,0,5,0,4,0,3,0,0,0,0,0,0,0,0,0,39,65,18,65,31,37,8,56,14,27,14,64
"822",0,0,0,0,0,0,18,5,23,5,63,88,33,5,88,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"823",45,49,26,51,54,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"826",0,0,0,0,0,0,0,7,0,7,7,7,196,16,29,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,0,73,85,99,0,0,0,0,0,0,0,0,0,0,0,0
"829",0,0,0,0,0,0,0,0,0,0,0,0,13,5,4,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"830",0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,191,217,229,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"832",0,0,0,0,0,0,0,0,0,0,0,0,250,41,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"833",0,0,0,0,0,0,0,0,0,0,0,0,178,87,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,0,0,0,0,29,0,0,0,0,0
"835",70,4,16,21,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,33,15,58,23,11
"836",0,0,0,0,0,0,0,46,51,0,65,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"838",0,0,0,0,0,0,0,0,0,0,0,0,18,12,9,122,71,49,4,0,5,23,12,6,8,6,13,0,0,0,0,0,0
"840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,31,54,10,20,8,39,20,33,0,35,0,34
"841",0,0,0,0,0,0,0,0,0,0,0,0,84,15,40,11,118,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,291,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"845",0,0,0,0,0,0,0,0,0,0,0,0,70,50,177,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"846",0,0,0,0,0,0,0,0,0,0,0,0,17,10,16,115,157,28,0,10,11,24,24,21,9,7,48,4,0,0,3,0,0
"847",0,0,0,0,0,0,0,3,0,0,0,14,436,30,76,13,22,3,8,7,0,0,0,0,0,0,0,0,3,0,0,0,0
"850",35,15,11,45,46,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"851",0,0,0,0,0,0,0,0,0,0,0,0,26,0,4,80,115,8,0,5,0,13,15,0,6,8,22,0,0,0,0,0,0
"852",0,0,0,0,0,0,0,3,0,0,0,0,130,69,140,3,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"853",0,0,0,0,0,0,0,0,0,0,0,0,9,39,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"855",0,0,0,0,0,0,0,0,0,0,0,0,250,49,112,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"856",0,0,0,0,0,0,33,21,7,62,37,79,0,0,0,0,0,0,0,0,0,7,16,4,14,6,9,0,22,0,0,0,0
"858",135,21,14,24,38,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,128,12,14,10,19,14,10,0,0,8,22,0,0,0,0,0,0
"862",0,0,0,0,0,0,0,0,0,0,23,3,19,28,202,16,43,9,19,15,29,3,0,0,0,0,0,3,0,0,0,0,0
"863",0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,4,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,50,3,0,0,0,51,42,27,34,16,25,0,0,0,0,0,0
"866",0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,35,63,77,70,21,22,0,7,0,6,0,3
"868",0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,93,94,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"869",65,5,10,19,26,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,5,0
"870",0,0,0,0,0,0,0,0,0,0,0,0,164,69,99,8,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,22,31,14,3,6
"872",0,0,0,0,0,0,0,0,0,0,0,0,0,110,251,16,29,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"874",7,0,0,4,7,18,0,0,0,0,0,0,14,0,3,0,0,0,21,16,17,0,0,0,0,0,0,11,30,31,16,16,33
"877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,194,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"878",0,3,4,4,0,7,0,6,0,0,0,0,0,0,45,0,11,0,11,14,0,0,0,0,0,0,4,11,28,11,105,12,28
"879",0,0,0,0,0,0,0,0,0,0,0,0,15,11,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"880",0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,85,157,46,0,0,0,4,7,3,0,0,4,0,0,0,0,0,0
"881",0,0,0,0,0,0,150,0,59,3,6,36,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,31,0,0
"882",0,0,0,0,0,0,0,0,0,42,85,237,0,0,5,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,7,0,7
"883",0,0,0,0,0,0,6,0,5,115,0,0,40,18,71,12,24,17,0,0,0,0,3,6,6,0,3,0,0,0,0,0,0
"884",0,0,0,0,0,0,28,63,12,12,33,109,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"885",0,0,0,0,0,0,0,5,3,3,0,7,0,0,0,7,0,0,22,17,22,0,0,0,0,0,0,15,32,26,30,23,46
"887",0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,39,32,12,0,0,0,3,5,0,74,3,5,0,0,0,0,0,0
"888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,32,192,0,0,0,0,0,0,0,0,0,0,0,0
"889",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,80,64,0,0,0,0,0,0,0,3,0,0,0,0
"890",0,0,0,0,0,0,0,0,6,0,0,0,48,15,28,13,13,3,30,32,54,0,0,0,0,0,0,4,0,0,0,0,0
"891",8,0,3,6,5,17,0,0,0,35,37,3,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"892",0,0,0,0,0,0,11,10,7,44,36,23,26,3,3,21,30,0,11,14,20,0,3,0,0,0,0,0,0,0,0,0,0
"893",0,0,0,0,0,0,48,23,35,52,12,44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,8,8,0,11
"895",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"896",0,0,0,0,0,0,0,0,4,0,0,0,108,58,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"899",0,0,0,0,0,0,0,0,0,0,0,0,269,47,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"902",11,6,0,5,7,26,32,10,19,12,11,7,0,0,0,0,0,0,0,0,0,26,29,23,76,44,53,0,3,0,0,0,7
"903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,63,308,0,0,0,0,0,0,0,0,0,0,0,0
"905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0,3,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"907",0,0,0,0,0,0,44,33,51,86,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"908",0,0,0,0,0,0,0,0,0,0,0,0,8,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"909",0,0,0,0,0,0,0,0,0,0,0,0,23,13,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"910",0,0,0,0,0,0,0,0,0,0,0,0,0,1818,2545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"911",0,0,0,0,0,0,0,0,0,5,0,0,230,65,259,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"914",0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,26,65,38,75,23,37,0,0,0,0,0,0
"915",0,0,0,0,0,0,0,0,0,4,0,0,167,66,143,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,147,82,0,0,0,0,0,0,0,0,0,0,0,0
"918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21,24,0,0,0,0,0,0,9,23,12,75,0,22
"919",0,0,0,0,0,0,16,0,5,19,3,122,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,37,0,8
"920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"924",0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,120,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,55,44,48,25,57
"929",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"933",0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"934",0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,56,0,25,145,0,0,0,0,0,0,0,0,0,0,0,0,0
"938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,112,59,0,0,0,0,0,0,0,0,0,0,0,0
"939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,40,276,0,0,0,0,0,0,0,0,0,0,0,0
"940",0,0,0,0,0,0,0,0,0,0,0,0,24,20,19,58,103,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"941",0,0,0,0,0,0,0,0,0,0,0,0,191,10,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,126,0,21,0,0
"943",87,12,84,12,121,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,3
"944",0,0,0,0,0,0,8,0,5,10,0,0,65,105,33,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"945",0,0,0,0,0,0,0,0,0,0,0,0,173,22,47,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"946",0,55,30,0,0,7,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,29
"947",0,0,0,0,0,0,42,36,16,33,49,80,14,10,11,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,51,196,0,0,0,0,0,0,0,0,0,0,0,0
"950",0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"952",0,0,0,0,0,0,0,0,0,6,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,151,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,250,0,0,0,0,0,0,0,0,0,0,0,0,0
